Ordem,UF,Municipio ,Cidade,Admin,Escola,N_alunos,N_participantes,P_Participantes,NSE,NSE,Nivel_Docente,Media_30melhores,Media
173,SP,SAO PAULO,capital,Estadual,BASILIDES DE GODOY PROF ETE,198,177,89.39,Alto,Alto ou Muito Alto,54.1,649.92,585.81
174,SP,CERQUILHO,interior,Privada,COOPERATIVA EDUCACIONAL DE CERQUILHO ESCOLA,25,22,88,Muito Alto,Alto ou Muito Alto,82.8,NaN,585.74
175,SP,ARARAQUARA,interior,Privada,CONEXAO COLEGIO,31,29,93.55,Muito Alto,Alto ou Muito Alto,58.4,NaN,585.73
176,SP,PIRACICABA,interior,Privada,DOM BOSCO COLEGIO SALESIANO ASSUNCAO,73,69,94.52,Muito Alto,Alto ou Muito Alto,68.1,628.35,585.66
177,SP,SAO VICENTE,interior,Estadual,RUTH CARDOSO DOUTORA ETE,81,78,96.3,M‚dio Alto,M‚dio ou M‚dio Alto,67.7,627.96,585.58
178,SP,AVARE,interior,Privada,PORTINARI COLEGIO,52,50,96.15,Muito Alto,Alto ou Muito Alto,82.4,624.42,585.54
179,SP,SAO PAULO,capital,Privada,RAINHA DA PAZ COLEGIO EIFM,71,54,76.06,Muito Alto,Alto ou Muito Alto,67.5,623.67,585.29
180,SP,FRANCISCO MORATO,interior,Estadual,FRANCISCO MORATO ETEC DE,84,74,88.1,M‚dio Alto,M‚dio ou M‚dio Alto,58.3,627.19,585.09
181,SP,SAO PAULO,capital,Privada,EMILIE DE VILLENEUVE COLEGIO,68,56,82.35,Muito Alto,Alto ou Muito Alto,61.3,622.53,585.08
182,SP,SAO PAULO,capital,Privada,OSWALD DE ANDRADE COLEGIO UNIDADE II,47,29,61.7,Muito Alto,Alto ou Muito Alto,58.4,NaN,584.94
183,SP,SAO PAULO,capital,Privada,JARDIM SAO PAULO COLEGIO,133,122,91.73,Muito Alto,Alto ou Muito Alto,82.7,643.81,584.84
184,SP,SAO PAULO,capital,Privada,BRASILIA DE SAO PAULO COLEGIO,79,70,88.61,Alto,Alto ou Muito Alto,70.6,627.98,584.84
185,SP,PIRACICABA,interior,Privada,TERRAS DO ENGENHO CENTRO EDUCACIONAL,54,46,85.19,Muito Alto,Alto ou Muito Alto,68,615.84,584.75
186,SP,SANTO ANDRE,interior,Privada,SINGULAR COLEGIO,272,249,91.54,Muito Alto,Alto ou Muito Alto,63.3,661.31,584.61
187,SP,SAO PAULO,capital,Privada,PASTEUR LICEU,28,25,89.29,Muito Alto,Alto ou Muito Alto,56.3,NaN,584.5
188,SP,SAO CARLOS,interior,Privada,FERNANDA TELLES COLEGIO,39,38,97.44,Muito Alto,Alto ou Muito Alto,36.7,607.02,584.23
189,SP,SAO PAULO,capital,Privada,ELVIRA BRANDAO COLEGIO,29,19,65.52,Muito Alto,Alto ou Muito Alto,54.2,NaN,583.92
190,SP,OSASCO,interior,Privada,FAMILIA STELLA COLEGIO,20,18,90,Alto,Alto ou Muito Alto,60.9,NaN,583.89
191,SP,SANTA CRUZ DAS PALMEIRAS,interior,Privada,SANTA CRUZ ANGELUS COLEGIO,13,13,100,Muito Alto,Alto ou Muito Alto,62.5,NaN,583.85
192,SP,SAO PAULO,capital,Privada,MODULO COLEGIO,69,59,85.51,Muito Alto,Alto ou Muito Alto,28,616.8,583.83
193,SP,SAO PAULO,capital,Privada,OBJETIVO CENTRO INTERESCOLAR UNIDADE PAZ,192,157,81.77,Muito Alto,Alto ou Muito Alto,77.7,655.72,583.73
194,SP,SANTO ANDRE,interior,Privada,ARBOS COLEGIO ENS MEDIO UNID II,73,63,86.3,Muito Alto,Alto ou Muito Alto,80.6,630.61,583.47
195,SP,SAO CAETANO DO SUL,interior,Privada,SINGULAR UNIDADE SAO CAETANO COLEGIO,46,42,91.3,Muito Alto,Alto ou Muito Alto,46.4,603.43,583.3
196,SP,SAO PAULO,capital,Privada,NOVA LOURENCO CASTANHO ESCOLA UNIDADE IV,97,57,58.76,Muito Alto,Alto ou Muito Alto,65.1,619.53,583.11
197,SP,PRESIDENTE BERNARDES,interior,Privada,DELTA COLEGIO,22,19,86.36,Alto,Alto ou Muito Alto,52.9,NaN,582.72
198,SP,SAO PAULO,capital,Privada,NOSSA SENHORA DA GLORIA COLEGIO MARISTA,50,47,94,Alto,Alto ou Muito Alto,57.5,611.5,582.7
199,SP,VINHEDO,interior,Privada,NOVO ANGLO COLEGIO UNIDADE VINHEDO,50,38,76,Muito Alto,Alto ou Muito Alto,43.6,604.84,582.63
200,SP,SAO BERNARDO DO CAMPO,interior,Estadual,LAURO GOMES ETE,398,360,90.45,Alto,Alto ou Muito Alto,54.7,653.69,582.57
201,SP,GUARULHOS,interior,Privada,NOVO RUMO COLEGIO,28,24,85.71,Muito Alto,Alto ou Muito Alto,48.7,NaN,582.53
202,SP,SAO BERNARDO DO CAMPO,interior,Privada,SINGULAR COLEGIO,112,100,89.29,Muito Alto,Alto ou Muito Alto,60.8,641.06,582.44
203,SP,SAO PAULO,capital,Privada,SUICO BRASILEIRA SAO PAULO ESCOLA,30,16,53.33,Muito Alto,Alto ou Muito Alto,34.5,NaN,582.29
204,SP,SAO PEDRO,interior,Privada,SAO VICENTE DE PAULO COLEGIO,29,24,82.76,Alto,Alto ou Muito Alto,58.1,NaN,582.23
205,SP,TAUBATE,interior,Privada,OBJETIVO COLEGIO,78,73,93.59,Muito Alto,Alto ou Muito Alto,59,628.24,582.18
206,SP,CAMPINAS,interior,Estadual,ANTONIO PRADO CONSELHEIRO ETE,260,233,89.62,Alto,Alto ou Muito Alto,50,660.54,582.15
207,SP,SAO PAULO,capital,Privada,JOAO XXIII COLEGIO,93,72,77.42,Muito Alto,Alto ou Muito Alto,60.1,634.16,582.11
208,SP,BOTUCATU,interior,Privada,LA SALLE COLEGIO,74,63,85.14,Muito Alto,Alto ou Muito Alto,89.1,626.38,581.89
209,SP,AGUAS DE LINDOIA,interior,Privada,NUCLEO COLEGIO,24,20,83.33,Alto,Alto ou Muito Alto,47.8,NaN,581.83
210,SP,AMPARO,interior,Privada,INTEGRADO COLEGIO,28,25,89.29,Alto,Alto ou Muito Alto,57.1,NaN,581.79
211,SP,FRANCO DA ROCHA,interior,Estadual,EMILIO HERNANDEZ AGUILAR DR ETE,124,115,92.74,Alto,Alto ou Muito Alto,53.7,641.72,581.78
212,SP,SANTO ANDRE,interior,Estadual,JULIO DE MESQUITA ETE,357,316,88.52,Alto,Alto ou Muito Alto,51.7,663.61,581.74
213,SP,SAO PAULO,capital,Privada,SANTO IVO COLEGIO,31,23,74.19,Muito Alto,Alto ou Muito Alto,48.4,NaN,581.7
214,SP,SAO PAULO,capital,Privada,ARTE DE VIVER INSTITUTO EDUCACIONAL,12,10,83.33,Alto,Alto ou Muito Alto,38.1,NaN,581.68
215,SP,SAO JOSE DOS CAMPOS,interior,Privada,COC SISTEMA DE EDUCACAO,121,115,95.04,Muito Alto,Alto ou Muito Alto,59.8,644.36,581.62
216,SP,MIRASSOL,interior,Privada,ARTEMAIOR EDUCACAO INFANTIL E ENSINO FUNDAMENTAL,16,15,93.75,Alto,Alto ou Muito Alto,53.8,NaN,581.57
217,SP,RIBEIRAO PIRES,interior,Estadual,RIBEIRAO PIRES ETE,79,71,89.87,Alto,Alto ou Muito Alto,58.3,624.78,581.53
218,SP,GUARATINGUETA,interior,Estadual,GUARATINGUETA COLEGIO TECNICO E INDUSTRIAL DE - UNESP,106,96,90.57,Alto,Alto ou Muito Alto,70.8,630.65,581.4
219,SP,SAO PAULO,capital,Privada,ANTONIETTA E LEON FEFFER ESCOLA,12,12,100,Muito Alto,Alto ou Muito Alto,52.5,NaN,581.37
220,SP,FERNANDOPOLIS,interior,Estadual,FERNANDOPOLIS ETE DE,80,76,95,M‚dio Alto,M‚dio ou M‚dio Alto,81.7,628.26,581.14
221,SP,SAO PAULO,capital,Privada,HUMBOLDT COLEGIO,79,58,73.42,Muito Alto,Alto ou Muito Alto,64.8,619.18,581
222,SP,GUARULHOS,interior,Privada,GUILHERME DE ALMEIDA COLEGIO UNIDADE I,84,78,92.86,Muito Alto,Alto ou Muito Alto,55.6,629.83,580.96
223,SP,JACAREI,interior,Privada,MARIO MORAES COLEGIO,44,40,90.91,Alto,Alto ou Muito Alto,63.6,608.17,580.95
224,SP,SAO CARLOS,interior,Privada,SAPIENS CURSO E COLEGIO,59,53,89.83,Muito Alto,Alto ou Muito Alto,70,620.41,580.91
225,SP,ITAPIRA,interior,Privada,ATIVA DE ITAPIRA ESCOLA,15,10,66.67,Alto,Alto ou Muito Alto,69.2,NaN,580.81
226,SP,SAO PAULO,capital,Estadual,CARLOS DE CAMPOS ETE,151,118,78.15,Alto,Alto ou Muito Alto,54.4,631.18,580.8
227,SP,ARARAQUARA,interior,Privada,MASTER ANGLO DE ARARAQUARA COLEGIO,107,101,94.39,Muito Alto,Alto ou Muito Alto,64.5,640.91,580.8
228,SP,SUMARE,interior,Privada,GALILEU GALILEU COLEGIO UNIDADE II,19,17,89.47,Muito Alto,Alto ou Muito Alto,55.4,NaN,580.76
229,SP,SAO PAULO,capital,Privada,EDUCARE COLEGIO,10,8,80,Alto,Alto ou Muito Alto,40.5,NaN,580.59
230,SP,CACAPAVA,interior,Privada,RENASCENCA INSTITUTO EDUCACAO,11,10,90.91,Alto,Alto ou Muito Alto,55.3,NaN,580.58
231,SP,BEBEDOURO,interior,Privada,CONVIVIO DE BEBEDOURO ESCOLA DE ENSINO MEDIO,28,20,71.43,Alto,Alto ou Muito Alto,59.2,NaN,580.52
232,SP,RIBEIRAO PRETO,interior,Privada,ALBERT SABIN ESCOLA DE ENSINO MEDIO,255,228,89.41,Muito Alto,Alto ou Muito Alto,66.2,669.41,580.34
233,SP,SAO PAULO,capital,Privada,ESPIRITO SANTO COLEGIO,43,37,86.05,Muito Alto,Alto ou Muito Alto,85.6,595.88,580.26
234,SP,PIRACICABA,interior,Privada,POLIBRASIL COLEGIO,14,13,92.86,Alto,Alto ou Muito Alto,73.3,NaN,580.25
235,SP,SAO PAULO,capital,Privada,OBJETIVO CENTRO INTERESCOLAR UNIDADE PAULISTA,251,209,83.27,Muito Alto,Alto ou Muito Alto,68.8,661.48,580.23
236,SP,SAO CAETANO DO SUL,interior,Privada,EXTERNATO SANTO ANTONIO,65,54,83.08,Muito Alto,Alto ou Muito Alto,59.3,617,580.16
237,SP,ITU,interior,Privada,ALMEIDA JUNIOR INSTITUTO DE EDUCACAO,29,26,89.66,Muito Alto,Alto ou Muito Alto,60.5,NaN,580.03
238,SP,MARILIA,interior,Privada,CRISTO REI COLEGIO,108,97,89.81,Muito Alto,Alto ou Muito Alto,58.2,639.24,580.03
239,SP,JUNDIAI,interior,Privada,CRISTAO DE JUNDIAI CCJ COLEGIO,42,40,95.24,Muito Alto,Alto ou Muito Alto,52.9,598.1,579.99
240,SP,ARARAQUARA,interior,Privada,ARARAQUARA ASSOCIACAO EDUCACIONAL AEA UNIDADE III,68,57,83.82,Muito Alto,Alto ou Muito Alto,56,617.19,579.96
241,SP,PEDREIRA,interior,Privada,PEDREIRA FUNDACAO EDUCACIONAL,13,10,76.92,Alto,Alto ou Muito Alto,68.6,NaN,579.95
242,SP,TAUBATE,interior,Privada,HENRIQUETA VIALTA SAAD EEI EF E MEDIO,36,32,88.89,Muito Alto,Alto ou Muito Alto,60.2,588.33,579.91
243,SP,SANTOS,interior,Privada,UNILUS COLEGIO,16,16,100,M‚dio Alto,M‚dio ou M‚dio Alto,52.2,NaN,579.79
244,SP,ADAMANTINA,interior,Privada,ADAMANTINENSE COLEGIO,44,43,97.73,Muito Alto,Alto ou Muito Alto,60.9,607.91,579.72
245,SP,SAO CARLOS,interior,Privada,CECILIA MEIRELES COLEGIO,40,37,92.5,Muito Alto,Alto ou Muito Alto,56.8,595.94,579.69
246,SP,SAO PAULO,capital,Privada,GIORDANO BRUNO COLEGIO,28,25,89.29,Muito Alto,Alto ou Muito Alto,78.4,NaN,579.57
247,SP,SAO ROQUE,interior,Estadual,SAO ROQUE ETE DE,39,39,100,M‚dio Alto,M‚dio ou M‚dio Alto,61.1,594.67,579.42
248,SP,SAO PAULO,capital,Privada,WALTER BELIAN ESCOLA TECNICA,52,49,94.23,Alto,Alto ou Muito Alto,53.1,616.61,579.42
249,SP,SAO PAULO,capital,Privada,SAO JOSE CENTRO DE ENSINO,24,18,75,Muito Alto,Alto ou Muito Alto,42,NaN,579.32
250,SP,JABOTICABAL,interior,Privada,SANTO ANDRE COLEGIO,42,40,95.24,Muito Alto,Alto ou Muito Alto,54,600.89,579.25
251,SP,SAO PAULO,capital,Privada,CARLOS DRUMMOND DE ANDRADE COLEGIO,29,27,93.1,Alto,Alto ou Muito Alto,57.1,NaN,579.18
252,SP,PIRASSUNUNGA,interior,Privada,JOHN KENNEDY COLEGIO,47,41,87.23,Muito Alto,Alto ou Muito Alto,50.7,598.6,579.13
253,SP,BIRIGUI,interior,Privada,NOVA GERACAO COOPERADA,20,19,95,Muito Alto,Alto ou Muito Alto,68.4,NaN,579.11
254,SP,SANTO ANDRE,interior,Privada,TREVO MASTER GRUPO EDUCACIONAL,12,12,100,Alto,Alto ou Muito Alto,66.7,NaN,579.1
255,SP,SAO BERNARDO DO CAMPO,interior,Privada,PETROPOLIS COLEGIO,94,82,87.23,Muito Alto,Alto ou Muito Alto,60.1,633.1,579.04
256,SP,SAO JOSE DOS CAMPOS,interior,Privada,INSTITUTO SAO JOSE,68,64,94.12,Muito Alto,Alto ou Muito Alto,66,618.27,579.02
257,SP,COTIA,interior,Privada,RIO BRANCO COLEGIO UNIDADE GRANJA VIANA,104,82,78.85,Muito Alto,Alto ou Muito Alto,66.4,632.8,578.89
258,SP,CAMPINAS,interior,Privada,ASTHER COLEGIO,30,28,93.33,Muito Alto,Alto ou Muito Alto,58.5,NaN,578.66
259,SP,JUNDIAI,interior,Privada,FRANCISCO TELLES COLEGIO,25,24,96,Alto,Alto ou Muito Alto,85.3,NaN,578.65
260,SP,RIO CLARO,interior,Estadual,ARMANDO BAYEUX DA SILVA PROF ETE,120,112,93.33,Alto,Alto ou Muito Alto,62.2,635.15,578.62
261,SP,SAO PAULO,capital,Privada,SANTA JOANA D ARC INSTITUTO EDUCACIONAL UNIDADE I,22,11,50,Muito Alto,Alto ou Muito Alto,61.8,NaN,578.54
262,SP,SAO PAULO,capital,Privada,SAO TEODORO DE NOSSA SENHORA DE SION ESCOLA,48,43,89.58,Muito Alto,Alto ou Muito Alto,57.1,604.77,578.38
263,SP,SAO JOSE DOS CAMPOS,interior,Estadual,SAO JOSE DOS CAMPOS ETE DE,117,96,82.05,M‚dio Alto,M‚dio ou M‚dio Alto,61,628.56,578.34
264,SP,PRESIDENTE PRUDENTE,interior,Privada,PRUDENTINA ESCOLA DE EDUCACAO BASICA,97,90,92.78,Muito Alto,Alto ou Muito Alto,66.7,648.86,578.32
265,SP,SOROCABA,interior,Privada,SER SOROCABA COLEGIO,37,33,89.19,Muito Alto,Alto ou Muito Alto,76.2,585.36,578.25
266,SP,OURINHOS,interior,Privada,SANTO ANTONIO COLEGIO,78,73,93.59,Muito Alto,Alto ou Muito Alto,62.3,629.71,578.23
267,SP,SANTOS,interior,Privada,ANGLO SANTOS UNIDADE II COLEGIO,29,20,68.97,Alto,Alto ou Muito Alto,72.1,NaN,578.15
268,SP,VALINHOS,interior,Privada,FUNDAMENTUM COLEGIO,25,23,92,Muito Alto,Alto ou Muito Alto,32.4,NaN,578.12
269,SP,SOCORRO,interior,Privada,MANTIQUEIRA COLEGIO,26,20,76.92,Alto,Alto ou Muito Alto,63.8,NaN,578.08
270,SP,SAO SEBASTIAO,interior,Privada,MESTRE COLEGIO,20,15,75,Muito Alto,Alto ou Muito Alto,51.2,NaN,578.06
271,SP,ITARARE,interior,Privada,XXV DE ABRIL COLEGIO,24,19,79.17,Muito Alto,Alto ou Muito Alto,58.3,NaN,578.04
272,SP,SAO PAULO,capital,Privada,COMPANHIA DE MARIA COLEGIO,36,32,88.89,Muito Alto,Alto ou Muito Alto,69.8,586.93,578.02
273,SP,SAO JOSE DO RIO PARDO,interior,Privada,LUMEN COLEGIO,21,20,95.24,Alto,Alto ou Muito Alto,66.7,NaN,578
274,SP,SAO PAULO,capital,Privada,I L PERETZ COLEGIO EEIPSG UNIDADE II,44,28,63.64,Muito Alto,Alto ou Muito Alto,50.5,NaN,577.96
275,SP,ATIBAIA,interior,Privada,INTERNACIONAL PREPARANDO GERACOES ESCOLA,15,11,73.33,Muito Alto,Alto ou Muito Alto,45,NaN,577.75
276,SP,FERNANDOPOLIS,interior,Privada,COOPERE COLEGIO,16,16,100,Alto,Alto ou Muito Alto,80,NaN,577.53
277,SP,SAO MANUEL,interior,Privada,LUMA CAROLINA COLEGIO,22,20,90.91,Muito Alto,Alto ou Muito Alto,62.8,NaN,577.5
278,SP,SOROCABA,interior,Privada,INSTITUTO EDUCACAO CIENCIAS E LETRAS,127,107,84.25,Muito Alto,Alto ou Muito Alto,75.6,641.63,577.49
279,SP,SAO PAULO,capital,Privada,OBJETIVO COLEGIO I UNIDADE LUIS GOES IV,87,75,86.21,Muito Alto,Alto ou Muito Alto,75,630.09,577.48
280,SP,SANTOS,interior,Privada,LICEU SANTISTA,68,60,88.24,Muito Alto,Alto ou Muito Alto,61.5,629.93,577.48
281,SP,SAO PAULO,capital,Privada,ARGUMENTO COLEGIO,137,125,91.24,Alto,Alto ou Muito Alto,45,646.96,577.45
282,SP,SOROCABA,interior,Privada,VERITAS ENSINO MEDIO,24,21,87.5,Muito Alto,Alto ou Muito Alto,80,NaN,577.44
283,SP,SAO JOSE DO RIO PRETO,interior,Privada,SAO JOSE COLEGIO,105,95,90.48,Muito Alto,Alto ou Muito Alto,61.2,634.63,577.38
284,SP,SANTANA DE PARNAIBA,interior,Privada,MORUMBI DE ALPHAVILLE ESCOLA DE ENSINO FUNDAMENTAL,16,12,75,Muito Alto,Alto ou Muito Alto,78.3,NaN,577.28
285,SP,BARRA BONITA,interior,Privada,ADV COLEGIO,31,30,96.77,Alto,Alto ou Muito Alto,55.2,577.27,577.27
286,SP,SAO PAULO,capital,Privada,SAO BENTO COLEGIO,10,8,80,Alto,Alto ou Muito Alto,54.1,NaN,577.26
287,SP,OURINHOS,interior,Privada,EDUCATIVA CENTRO EDUCACIONAL,11,10,90.91,Alto,Alto ou Muito Alto,64.4,NaN,577.25
288,SP,MAUA,interior,Privada,OBJETIVO MAUA CENTRO EDUCACIONAL,123,110,89.43,Alto,Alto ou Muito Alto,69,645.79,577.21
289,SP,MONGAGUA,interior,Estadual,ADOLPHO BEREZIN ETE,75,70,93.33,M‚dio Alto,M‚dio ou M‚dio Alto,44.4,614.73,577.11
290,SP,VOTUPORANGA,interior,Privada,CELTAS DE VOTUPORANGA COLEGIO,52,44,84.62,Muito Alto,Alto ou Muito Alto,70.4,604.1,577.09
291,SP,SAO PAULO,capital,Privada,BONI CONSILII INSTITUTO EDUCACAO,65,59,90.77,Alto,Alto ou Muito Alto,59.6,623.04,577.03
292,SP,ATIBAIA,interior,Privada,SAO JOSE EXTERNATO,44,41,93.18,Alto,Alto ou Muito Alto,45.8,602.22,577.01
293,SP,INDAIATUBA,interior,Privada,AXIOMA COLEGIO,37,35,94.59,Muito Alto,Alto ou Muito Alto,80.8,596.82,576.91
294,SP,CAMPINAS,interior,Privada,INTEGRAL COLEGIO ESCOLA DE EDUCACAO BASICA UNIDADE CAMBUI,33,29,87.88,Muito Alto,Alto ou Muito Alto,66.7,NaN,576.86
295,SP,SAO PAULO,capital,Privada,NOSSA SENHORA MENINA EXTERNATO,31,26,83.87,Muito Alto,Alto ou Muito Alto,70,NaN,576.83
296,SP,COSMOPOLIS,interior,Privada,ARTE EMPREENDIMENTOS EDUCACIONAIS ESCOLA,23,23,100,Muito Alto,Alto ou Muito Alto,63,NaN,576.78
297,SP,SAO PAULO,capital,Estadual,GUAIANAZES ETE,64,54,84.38,M‚dio Alto,M‚dio ou M‚dio Alto,34.4,612.36,576.76
298,SP,SANTA RITA DO PASSA QUATRO,interior,Privada,COOPERATIVA ENSINO CULTURAL SANTA RITA DO PASSA QUATRO EIFM,22,22,100,Alto,Alto ou Muito Alto,51,NaN,576.74
299,SP,SUZANO,interior,Estadual,SUZANO ETEC DE,119,106,89.08,M‚dio Alto,M‚dio ou M‚dio Alto,67,633.7,576.68
300,SP,ARTUR NOGUEIRA,interior,Privada,INTERACAO COLEGIO,31,23,74.19,Alto,Alto ou Muito Alto,60.6,NaN,576.47
301,SP,SAO PAULO,capital,Privada,JOAO E RAPHAELA PASSALACQUA COLEGIO,22,16,72.73,Alto,Alto ou Muito Alto,48.5,NaN,576.34
302,SP,JUNDIAI,interior,Privada,JUNDIAI INSTITUICAO EDUCACIONAL,79,75,94.94,Muito Alto,Alto ou Muito Alto,56.4,633,576.27
303,SP,SAO BERNARDO DO CAMPO,interior,Privada,JEAN PIAGET CENTRO EDUCACIONAL,29,23,79.31,Muito Alto,Alto ou Muito Alto,59.1,NaN,576.21
304,SP,SANTOS,interior,Estadual,ARISTOTELES FERREIRA ETEC,131,115,87.79,Alto,Alto ou Muito Alto,58.1,624.55,576.19
305,SP,SAO PAULO,capital,Privada,RENOVACAO COLEGIO,54,51,94.44,Muito Alto,Alto ou Muito Alto,56.9,613.2,576.18
306,SP,APIAI,interior,Privada,CECILIA MEIRELLES COLEGIO,13,12,92.31,Alto,Alto ou Muito Alto,46.2,NaN,576.08
307,SP,ITAPIRA,interior,Privada,INTEGRAL APLICADO COLEGIO,29,23,79.31,Muito Alto,Alto ou Muito Alto,67.6,NaN,576.03
308,SP,SAO CARLOS,interior,Privada,LA SALLE SAO CARLOS COLEGIO DIOCESANO,67,67,100,Muito Alto,Alto ou Muito Alto,56,624.19,575.85
309,SP,SAO JOSE DO RIO PRETO,interior,Privada,ESCOLA DE ENSINO FUNDAMENTAL E MEDIO CARLOS CHAGAS FILHO,96,71,73.96,Muito Alto,Alto ou Muito Alto,52.5,622.68,575.82
310,SP,FRANCA,interior,Estadual,JULIO CARDOSO DR ETE,160,145,90.63,M‚dio Alto,M‚dio ou M‚dio Alto,70.5,636.17,575.79
311,SP,SAO PAULO,capital,Privada,MARAJOARA COLEGIO,18,12,66.67,Muito Alto,Alto ou Muito Alto,81.1,NaN,575.76
312,SP,PEDERNEIRAS,interior,Privada,SESI 337 CENTRO EDUCACIONAL,31,29,93.55,Alto,Alto ou Muito Alto,92.3,NaN,575.71
313,SP,CAMPINAS,interior,Estadual,BENTO QUIRINO ETE,203,184,90.64,Alto,Alto ou Muito Alto,66.5,646.47,575.7
314,SP,SAO PAULO,capital,Privada,AUGUSTO LARANJA COLEGIO UNIDADE I,35,26,74.29,Muito Alto,Alto ou Muito Alto,47.7,NaN,575.7
315,SP,ATIBAIA,interior,Estadual,CARMINE BIAGIO TUNDISI PROF ETE,77,74,96.1,M‚dio Alto,M‚dio ou M‚dio Alto,54.3,614.31,575.68
316,SP,JABOTICABAL,interior,Privada,UNIDADE JABOTICABAL DE ENSINO COLEGIO,18,17,94.44,Muito Alto,Alto ou Muito Alto,66.7,NaN,575.59
317,SP,SAO PAULO,capital,Privada,NOTRE DAME COLEGIO,22,17,77.27,Muito Alto,Alto ou Muito Alto,60,NaN,575.54
318,SP,SAO JOSE DO RIO PRETO,interior,Estadual,PHILADELPHO GOUVEA NETTO ETE,191,177,92.67,Alto,Alto ou Muito Alto,76,650.98,575.51
319,SP,SAO PAULO,capital,Privada,MADRE CABRINI COLEGIO EEIFM,83,69,83.13,Muito Alto,Alto ou Muito Alto,56.3,612.31,575.44
320,SP,SOROCABA,interior,Privada,SOROCABANA ORGANIZACAO DE ENSINO INSTITUTO EDUCACAO,77,70,90.91,Muito Alto,Alto ou Muito Alto,70.4,627.81,575.37
321,SP,MARILIA,interior,Privada,CRIATIVO COLEGIO,54,50,92.59,Muito Alto,Alto ou Muito Alto,51.6,607.04,575.21
322,SP,GUARULHOS,interior,Privada,AUGUSTO RUSCHI COLEGIO,27,24,88.89,Muito Alto,Alto ou Muito Alto,52.1,NaN,575.19
323,SP,JAU,interior,Privada,RAUL BAUAB DOUTOR FUNDACAO EDUCACIONAL COLEGIO,74,65,87.84,Muito Alto,Alto ou Muito Alto,71.3,621.1,575.1
324,SP,ARACATUBA,interior,Privada,THATHI-COC DE ARACATUBA COLEGIO,73,59,80.82,Muito Alto,Alto ou Muito Alto,73.6,624.93,575.04
325,SP,BAURU,interior,Privada,DINAMICO COLEGIO,32,30,93.75,Muito Alto,Alto ou Muito Alto,44.4,575.01,575.01
326,SP,CARAGUATATUBA,interior,Privada,MODULO COLEGIO,26,21,80.77,Muito Alto,Alto ou Muito Alto,48.6,NaN,574.97
327,SP,SANTA CRUZ DO RIO PARDO,interior,Privada,JOSE CESARIO PIMENTEL ESCOLA MODELO DE ENSINO FUND E MEDIO,41,38,92.68,Alto,Alto ou Muito Alto,51.1,596.04,574.93
328,SP,CAMPINAS,interior,Privada,NOVO ANGLO COLEGIO UNIDADE BARAO GERALDO,55,48,87.27,Muito Alto,Alto ou Muito Alto,47.1,606.5,574.84
329,SP,REGISTRO,interior,Privada,ANDERSON COLEGIO EFM O PATINHO FEIO DE EI,16,14,87.5,Muito Alto,Alto ou Muito Alto,61.5,NaN,574.83
330,SP,PRAIA GRANDE,interior,Privada,OBJETIVO CENTRO EDUCACIONAL DE PRAIA GRANDE,29,28,96.55,Alto,Alto ou Muito Alto,61,NaN,574.75
331,SP,LIMEIRA,interior,Estadual,LIMEIRA COLEGIO TECNICO DE UNICAMP,319,308,96.55,Alto,Alto ou Muito Alto,70.6,656.86,574.69
332,SP,JALES,interior,Privada,INTEGRADA RUI BARBOSA ESCOLA,50,42,84,Muito Alto,Alto ou Muito Alto,63.6,599.03,574.63
333,SP,JUNQUEIROPOLIS,interior,Privada,13 DE JUNHO ESCOLA,32,32,100,Alto,Alto ou Muito Alto,91.1,587.41,574.6
334,SP,VALINHOS,interior,Privada,AJUDANDO A ESCOLHER O SEU CAMINHO COLEGIO AESC,95,86,90.53,Muito Alto,Alto ou Muito Alto,59.8,621.18,574.52
335,SP,SAO PAULO,capital,Privada,SANTA CATARINA DE SENA COLEGIO EEIFM,20,16,80,Muito Alto,Alto ou Muito Alto,73.7,NaN,574.51
336,SP,SOROCABA,interior,Privada,SAO JOSE COLEGIO SALESIANO,45,37,82.22,Muito Alto,Alto ou Muito Alto,58.8,589.09,574.47
337,SP,PORTO FERREIRA,interior,Privada,SESI 334 CENTRO EDUCACIONAL,16,15,93.75,Alto,Alto ou Muito Alto,72.3,NaN,574.47
338,SP,MOGI DAS CRUZES,interior,Privada,SENIOR OBJETIVO DE MOGI DAS CRUZES COLEGIO,92,84,91.3,Muito Alto,Alto ou Muito Alto,80.6,627.38,574.44
339,SP,CATANDUVA,interior,Privada,RESSUREICAO NOSSA SENHORA DO CALVARIO COLEGIO,43,37,86.05,Alto,Alto ou Muito Alto,56.9,596.76,574.42
340,SP,SAO PAULO,capital,Privada,BEATISSIMA VIRGEM MARIA INSTITUTO DE EDUCACAO,56,46,82.14,Muito Alto,Alto ou Muito Alto,64.8,604.45,574.4
341,SP,ARUJA,interior,Privada,JEAN PIAGET COLEGIO,15,8,53.33,Muito Alto,Alto ou Muito Alto,42.9,NaN,574.38
342,SP,BEBEDOURO,interior,Privada,ESPACO LIVRE ESCOLA DE ED INFANTIL ENS FUNDAMENTAL ENS MEDIO,50,45,90,Muito Alto,Alto ou Muito Alto,68.6,611.43,574.35
343,SP,SAO JOSE DO RIO PRETO,interior,Privada,CENTRO EDUCACIONAL SESI 338,30,28,93.33,Alto,Alto ou Muito Alto,84.6,NaN,574.35
