REEMBOLSO;NOME DO PARLAMENTAR;ANO;SUBQUOTA TRANSLATED;FORNECEDOR;VALOR
7004196;GUIGA PEIXOTO;2020;Telefonia;TELEFONICA BRASIL S.A. VIVO-02.558.157/0001-62;69,99
7005029;GUIGA PEIXOTO;2020;Manutenção de escritório de apoio à atividade parlamentar;Ramos e Souza Empreendimentos Imobiliários Ltda ME-16.965.817/0001-34;200
7006410;GUIGA PEIXOTO;2020;Telefonia;VIVO TELEFONICA BRASIL S.A.-02.558.157/0001-62;319,99
7004301;GUIGA PEIXOTO;2020;Manutenção de escritório de apoio à atividade parlamentar;SISNETTI INTEGRADORA DE SOLUCOES LTDA-01.319.851/0001-64;720
7005030;GUIGA PEIXOTO;2020;Manutenção de escritório de apoio à atividade parlamentar;Ramos e Souza Empreendimentos Imobiliários Ltda ME-16.965.817/0001-34;1800
7001347;GUILHERME DERRITE;2020;Manutenção de escritório de apoio à atividade parlamentar;VENEZA EMPREENDIMENTOS IMOBILIÁRIOS LTDA-05.965.326/0001-77;2000
7006585;GUILHERME DERRITE;2020;Consultorias, pesquisas e trabalhos técnicos;SOCIEDADE MILER E ARAUJO ADVOGADOS ASSOCIADOS-24.812.662/0001-24;10000
0;HERCULANO PASSOS;2020;Serviços postais;CORREIOS - CARTA COMERCIAL-00.000.000/0000-07;2,05
0;HERCULANO PASSOS;2020;Serviços postais;CORREIOS - SEDEX CONVENCIONAL COM AR-00.000.000/0000-07;58,51
0;HERCULANO PASSOS;2020;Serviços postais;CORREIOS - SEDEX CONVENCIONAL-00.000.000/0000-07;70,92
0;HERCULANO PASSOS;2020;Serviços postais;CORREIOS - ENCOMENDA PAC-00.000.000/0000-07;216,55
1723534;HERCULANO PASSOS;2020;Emissão bilhete aéreo;Cia Aérea - AZUL-09.296.295/0001-60;372,57
1723535;HERCULANO PASSOS;2020;Emissão bilhete aéreo;Cia Aérea - AZUL-09.296.295/0001-60;388,28
6994828;HERCULANO PASSOS;2020;Manutenção de escritório de apoio à atividade parlamentar;WMS COMERCIO DE ARTIGOS DE PAPELARIA LTDA-ME-12.132.854/0001-00;591,6
0;HERCULANO PASSOS;2020;Serviços postais;CORREIOS - ENCOMENDA PAC-00.000.000/0000-07;776,47
7009051;HERCULANO PASSOS;2020;Manutenção de escritório de apoio à atividade parlamentar;residencial administração e gestão de propriedades imobiliarias ltda-58.980.251/0001-60;3778,97
7009053;HERCULANO PASSOS;2020;Divulgação da atividade parlamentar;POTERE PUBLICIDADE E MARKETING LTDA-31.319.942/0001-60;10500
7009049;HERCULANO PASSOS;2020;Divulgação da atividade parlamentar;joselito gonçalves silva-13.617.381/0001-02;15041,5
0;IVAN VALENTE;2020;Serviços postais;CORREIOS - SEDEX CONVENCIONAL-00.000.000/0000-07;35,46
0;IVAN VALENTE;2020;Serviços postais;CORREIOS - ENCOMENDA PAC-00.000.000/0000-07;473,12
0;JOICE HASSELMANN;2020;Serviços postais;CORREIOS - SEDEX CONVENCIONAL-00.000.000/0000-07;35,1
0;JOICE HASSELMANN;2020;Serviços postais;CORREIOS - SEDEX CONVENCIONAL-00.000.000/0000-07;35,46
0;JOICE HASSELMANN;2020;Serviços postais;CORREIOS - SEDEX 10-00.000.000/0000-07;72,3
0;JOICE HASSELMANN;2020;Serviços postais;CORREIOS - SEDEX 10-00.000.000/0000-07;72,3
7005476;JOICE HASSELMANN;2020;Combustíveis e lubrificantes;CASCOL COMBUSTIVEIS PARA VEICULOS LTDA-00.306.597/0032-01;267,08
7006338;JOICE HASSELMANN;2020;Manutenção de escritório de apoio à atividade parlamentar;VIVO TELEFONICA BRASIL S.A.-02.558.157/0001-62;370,78
7006543;JOICE HASSELMANN;2020;Telefonia;VIVO TELEFONICA BRASIL S.A.-02.558.157/0001-62;1104,52
7003002;JOICE HASSELMANN;2020;Divulgação da atividade parlamentar;ELISA GOMES DE OLIVEIRA DE MORAIS-17.913.040/0001-27;2500
0;JÚNIOR BOZZELLA;2020;Serviços postais;CORREIOS - SEDEX CONVENCIONAL-00.000.000/0000-07;35,46
0;JÚNIOR BOZZELLA;2020;Serviços postais;CORREIOS - ENCOMENDA PAC-00.000.000/0000-07;330,86
7002398;JÚNIOR BOZZELLA;2020;Combustíveis e lubrificantes;SUPER POSTO 800 MILHAS LTDA-46.788.600/0001-67;373,4
0;LUIZ CARLOS MOTTA;2020;Serviços postais;CORREIOS - SEDEX CONVENCIONAL-00.000.000/0000-07;38,63
6992683;LUIZ CARLOS MOTTA;2020;Manutenção de escritório de apoio à atividade parlamentar;Condomínio Navarro Building-26.823.748/0001-88;384,9
6992686;LUIZ CARLOS MOTTA;2020;Manutenção de escritório de apoio à atividade parlamentar;Condomínio Navarro Building-26.823.748/0001-88;401,15
7001286;LUIZ CARLOS MOTTA;2020;Manutenção de escritório de apoio à atividade parlamentar;SOLARYS SOLUCOES DIGITAIS LTDA-08.648.207/0001-89;900
0;LUIZ FLÁVIO GOMES;2020;Serviços postais;CORREIOS - CARTA COMERCIAL-00.000.000/0000-07;9,25
0;LUIZ FLÁVIO GOMES;2020;Serviços postais;CORREIOS - ENCOMENDA PAC-00.000.000/0000-07;23,2
0;LUIZ FLÁVIO GOMES;2020;Serviços postais;CORREIOS - CARTA COMERCIAL-00.000.000/0000-07;27,75
0;LUIZ FLÁVIO GOMES;2020;Serviços postais;CORREIOS - CARTA COMERCIAL-00.000.000/0000-07;27,75
0;LUIZ FLÁVIO GOMES;2020;Serviços postais;CORREIOS - SEDEX CONVENCIONAL-00.000.000/0000-07;36,94
0;LUIZ FLÁVIO GOMES;2020;Serviços postais;CORREIOS - SEDEX CONVENCIONAL-00.000.000/0000-07;38,43
0;LUIZ FLÁVIO GOMES;2020;Serviços postais;CORREIOS - SEDEX CONVENCIONAL-00.000.000/0000-07;46,34
0;LUIZ FLÁVIO GOMES;2020;Serviços postais;CORREIOS - CARTA COMERCIAL-00.000.000/0000-07;53,1
0;LUIZ FLÁVIO GOMES;2020;Serviços postais;CORREIOS - SEDEX 10-00.000.000/0000-07;66,3
0;LUIZ FLÁVIO GOMES;2020;Serviços postais;CORREIOS - SEDEX 10-00.000.000/0000-07;66,3
0;LUIZ FLÁVIO GOMES;2020;Serviços postais;CORREIOS - SEDEX 10-00.000.000/0000-07;66,3
0;LUIZ FLÁVIO GOMES;2020;Serviços postais;CORREIOS - SEDEX 10-00.000.000/0000-07;66,3
0;LUIZ FLÁVIO GOMES;2020;Serviços postais;CORREIOS - SEDEX 10-00.000.000/0000-07;66,3
0;LUIZ FLÁVIO GOMES;2020;Serviços postais;CORREIOS - SEDEX CONVENCIONAL-00.000.000/0000-07;81,8
7004247;LUIZ LAURO FILHO;2020;Serviços postais;EMP DE CORREIOS E TELEGRAFOS NOVA ODESSA-34.028.316/3062-96;72,3
6999530;LUIZ LAURO FILHO;2020;Combustíveis e lubrificantes;AUTO POSTO MORRO AZUL DE ITATIBA LTDA-00.599.333/0001-89;100
7004171;LUIZ LAURO FILHO;2020;Combustíveis e lubrificantes;AFONSO MONTEIRO POSTO DE SERVICO LT-57.473.191/0001-26;130,01
7005249;LUIZ LAURO FILHO;2020;Combustíveis e lubrificantes;POSTO SAO JORGE CAMPINAS LT-59.824.052/0001-25;178,93
7004124;LUIZ LAURO FILHO;2020;Combustíveis e lubrificantes;CARREFOUR COM. E IND. LTDA-45.543.915/0348-33;200
7004161;LUIZ LAURO FILHO;2020;Combustíveis e lubrificantes;SERV. POSTO JARDIM MIRIAM LTDA-02.866.419/0001-56;229,4
7005146;LUIZ LAURO FILHO;2020;Combustíveis e lubrificantes;POSTO PARQUE TAQUARAL LTDA-59.305.383/0001-59;232
7004181;LUIZ LAURO FILHO;2020;Combustíveis e lubrificantes;AUTO POSTO DA LAGOA LTDA-49.607.039/0001-60;245,05
7004175;LUIZ LAURO FILHO;2020;Combustíveis e lubrificantes;SAO MARTINHO AUTO SERVICE LT-02.078.330/0001-25;248,67
7004165;LUIZ LAURO FILHO;2020;Combustíveis e lubrificantes;M&C MARQUES SERVIÇOS AUTOMOTIVOS LTDA-01.146.169/0001-17;250,02
0;LUIZA ERUNDINA;2020;Serviços postais;CORREIOS - SEDEX CONVENCIONAL-00.000.000/0000-07;35,46
0;LUIZA ERUNDINA;2020;Serviços postais;CORREIOS - SEDEX CONVENCIONAL-00.000.000/0000-07;36,94
0;LUIZA ERUNDINA;2020;Serviços postais;CORREIOS - SEDEX CONVENCIONAL COM AR-00.000.000/0000-07;41,21
0;LUIZA ERUNDINA;2020;Serviços postais;CORREIOS - SEDEX CONVENCIONAL-00.000.000/0000-07;50
0;LUIZA ERUNDINA;2020;Serviços postais;CORREIOS - SEDEX CONVENCIONAL-00.000.000/0000-07;63,1
0;LUIZA ERUNDINA;2020;Serviços postais;CORREIOS - SEDEX CONVENCIONAL-00.000.000/0000-07;66,3
0;LUIZA ERUNDINA;2020;Serviços postais;CORREIOS - SEDEX CONVENCIONAL-00.000.000/0000-07;66,3
0;LUIZA ERUNDINA;2020;Serviços postais;CORREIOS - SEDEX 10-00.000.000/0000-07;66,3
0;LUIZA ERUNDINA;2020;Serviços postais;CORREIOS - SEDEX 10-00.000.000/0000-07;66,3
0;LUIZA ERUNDINA;2020;Serviços postais;CORREIOS - SEDEX 10-00.000.000/0000-07;66,3
0;LUIZA ERUNDINA;2020;Serviços postais;CORREIOS - SEDEX 10-00.000.000/0000-07;66,3
0;LUIZA ERUNDINA;2020;Serviços postais;CORREIOS - SEDEX 10-00.000.000/0000-07;66,3
6992074;LUIZA ERUNDINA;2020;Combustíveis e lubrificantes;AUTO POSTO MARINHEIRO LTDA-61.161.246/0001-30;1062,58
6996130;MARCIO ALVINO;2020;Manutenção de escritório de apoio à atividade parlamentar;RICARDO MORETTI-154.427.988-43;2700
1723519;MARCO BERTAIOLLI;2020;Emissão bilhete aéreo;Cia Aérea - AZUL-09.296.295/0001-60;320,59
0;MARCOS PEREIRA;2020;Serviços postais;CORREIOS - SEDEX CONVENCIONAL-00.000.000/0000-07;35,46
0;MARCOS PEREIRA;2020;Serviços postais;CORREIOS - SEDEX CONVENCIONAL-00.000.000/0000-07;35,46
0;MARCOS PEREIRA;2020;Serviços postais;CORREIOS - SEDEX CONVENCIONAL-00.000.000/0000-07;70
0;MARCOS PEREIRA;2020;Serviços postais;CORREIOS - SEDEX 10 COM AR-00.000.000/0000-07;70
6999480;MARCOS PEREIRA;2020;Manutenção de escritório de apoio à atividade parlamentar;WMS COMERCIO DE ARTIGOS DE PAPELARIA LTDA-ME-12.132.854/0001-00;140,3
7002606;MARCOS PEREIRA;2020;Combustíveis e lubrificantes;CHIESA PARQUE INDUSTRIAL COMBUSTIVEIS LTDA-13.723.910/0001-44;140,97
7002601;MARCOS PEREIRA;2020;Combustíveis e lubrificantes;JOSE CARLOS DENADAI e CIA LTDA-06.893.488/0001-00;150
6996240;MARCOS PEREIRA;2020;Manutenção de escritório de apoio à atividade parlamentar;AMORETTO CAFES EXPRESSO LTDA-08.532.429/0001-31;534,6
6999745;MARCOS PEREIRA;2020;Manutenção de escritório de apoio à atividade parlamentar;CARLOS CAVALCANTE DE SOUSA-014.600.688-74;3800
7005080;MARCOS PEREIRA;2020;Divulgação da atividade parlamentar;EDN PRODUÇÕES CULTURAIS E ARTÍSTICAS LTDA-09.218.758/0001-75;10000
0;MARIA ROSAS;2020;Serviços postais;CORREIOS - SEDEX 10 COM AR-00.000.000/0000-07;72,05
0;MARIA ROSAS;2020;Serviços postais;CORREIOS - SEDEX 10 COM AR-00.000.000/0000-07;72,05
0;MARIA ROSAS;2020;Serviços postais;CORREIOS - SEDEX 10 COM AR-00.000.000/0000-07;72,05
0;MARIA ROSAS;2020;Serviços postais;CORREIOS - SEDEX 10 COM AR-00.000.000/0000-07;72,05
0;MARIA ROSAS;2020;Serviços postais;CORREIOS - SEDEX 10 COM AR-00.000.000/0000-07;72,05
6996017;MARIA ROSAS;2020;Manutenção de escritório de apoio à atividade parlamentar;ENEL-61.695.227/0001-93;125,12
0;MARIA ROSAS;2020;Serviços postais;CORREIOS - ENCOMENDA PAC-00.000.000/0000-07;524,6
7000299;MARIA ROSAS;2020;Divulgação da atividade parlamentar;ALINE SIQUEIRA SANTOS-35.812.568/0001-91;800
7000479;MARIA ROSAS;2020;Manutenção de escritório de apoio à atividade parlamentar;NOVAMÉRICA OFFICE PARK - TOWER PARK-17.496.292/0001-06;902,76
6996300;MARIA ROSAS;2020;Combustíveis e lubrificantes;BELA VISTA COMERCIO VAREJISTA DE COMBUSTIVEIS LTD-10.356.701/0001-11;1187,96
6999559;MARIA ROSAS;2020;Manutenção de escritório de apoio à atividade parlamentar;CARLOS JOSÉ FECURI-127.288.168-75;2400
6997677;MIGUEL HADDAD;2020;Telefonia;TELEFÔNICA BRASIL S.A. VIVO-02.558.157/0001-62;519,97
6998847;MIGUEL LOMBARDI;2020;Serviços postais;S.W.L.MODAS LTDA - EPP-61.041.604/0001-70;35,1
6998827;MIGUEL LOMBARDI;2020;Combustíveis e lubrificantes;POSTO IMPERADOR D PEDRO I LTDA-06.346.272/0001-24;50
6994110;MIGUEL LOMBARDI;2020;Combustíveis e lubrificantes;CENTRO DE SERVS FRANGO ASSADO NORTE LT-02.896.671/0003-70;50
6997692;MIGUEL LOMBARDI;2020;Combustíveis e lubrificantes;AUTO POSTO PARQUE DOS SABIAS LTDA-18.985.125/0001-83;70
6998803;MIGUEL LOMBARDI;2020;Combustíveis e lubrificantes;AUTO POSTO MIRANTE LIMEIRA LTDA-01.090.792/0001-03;108
7001854;MIGUEL LOMBARDI;2020;Combustíveis e lubrificantes;AUTO POSTO 109 NORTE LTDA-05.849.569/0001-40;120
6998833;MIGUEL LOMBARDI;2020;Combustíveis e lubrificantes;AUTO POSTO MIRANTE LIMEIRA LTDA-01.090.792/0001-03;123
6998836;MIGUEL LOMBARDI;2020;Combustíveis e lubrificantes;AUTO POSTO MIRANTE LIMEIRA LTDA-01.090.792/0001-03;127
6998796;MIGUEL LOMBARDI;2020;Combustíveis e lubrificantes;POSTO DA FONTE LT-43.264.381/0001-29;133,37
7000114;MIGUEL LOMBARDI;2020;Combustíveis e lubrificantes;AUTO SHOPPING DER DE PETROLEO LTDA-37.063.328/0023-72;150
6997337;MIGUEL LOMBARDI;2020;Assinatura de publicações;GAZETA DE LIMEIRA LTDA-51.474.872/0001-22;168
0;MIGUEL LOMBARDI;2020;Serviços postais;CORREIOS - SEDEX CONVENCIONAL-00.000.000/0000-07;938,15
0;MILTON VIEIRA;2020;Serviços postais;CORREIOS - SEDEX CONVENCIONAL COM AR-00.000.000/0000-07;22
0;MILTON VIEIRA;2020;Serviços postais;CORREIOS - SEDEX CONVENCIONAL-00.000.000/0000-07;22
0;MILTON VIEIRA;2020;Serviços postais;CORREIOS - SEDEX CONVENCIONAL-00.000.000/0000-07;22
0;MILTON VIEIRA;2020;Serviços postais;CORREIOS - SEDEX CONVENCIONAL-00.000.000/0000-07;31,07
0;MILTON VIEIRA;2020;Serviços postais;CORREIOS - SEDEX CONVENCIONAL-00.000.000/0000-07;35,1
0;MILTON VIEIRA;2020;Serviços postais;CORREIOS - SEDEX CONVENCIONAL-00.000.000/0000-07;35,46
0;MILTON VIEIRA;2020;Serviços postais;CORREIOS - SEDEX CONVENCIONAL-00.000.000/0000-07;35,46
7004530;MILTON VIEIRA;2020;Locação ou fretamento de veículos automotores;PANTANAL VEÍCULOS LTDA-07.319.323/0001-91;1213
6995115;MILTON VIEIRA;2020;Divulgação da atividade parlamentar;OSVALDO LEANDRO LIMA DE DOMENICO-28.639.545/0001-61;3500
6996533;MILTON VIEIRA;2020;Locação ou fretamento de veículos automotores;SUSAN KELLY VILANOVA PASSOS GONCALVES-ME-30.054.014/0001-59;4700
6996547;MILTON VIEIRA;2020;Manutenção de escritório de apoio à atividade parlamentar;RIALTO IMÓVEIS E EMPREENDIMENTOS LTDA-46.640.603/0001-59;4900
7004003;MILTON VIEIRA;2020;Locação ou fretamento de veículos automotores;PANTANAL VEÍCULOS LTDA-07.319.323/0001-91;6800
7001786;NILTO TATTO;2020;Serviço de táxi, pedágio e estacionamento;UBER DO BRASIL TECNOLOGIA LTDA.-17.895.646/0001-87;6
7001695;NILTO TATTO;2020;Serviço de táxi, pedágio e estacionamento;UBER DO BRASIL TECNOLOGIA LTDA.-17.895.646/0001-87;13,09
7001781;NILTO TATTO;2020;Serviço de táxi, pedágio e estacionamento;UBER DO BRASIL TECNOLOGIA LTDA.-17.895.646/0001-87;13,9
7001682;NILTO TATTO;2020;Serviço de táxi, pedágio e estacionamento;UBER DO BRASIL TECNOLOGIA LTDA.-17.895.646/0001-87;15,1
7001777;NILTO TATTO;2020;Serviço de táxi, pedágio e estacionamento;UBER DO BRASIL TECNOLOGIA LTDA.-17.895.646/0001-87;18,04
7001766;NILTO TATTO;2020;Serviço de táxi, pedágio e estacionamento;UBER DO BRASIL TECNOLOGIA LTDA.-17.895.646/0001-87;20,14
7001747;NILTO TATTO;2020;Serviço de táxi, pedágio e estacionamento;UBER DO BRASIL TECNOLOGIA LTDA.-17.895.646/0001-87;22,62
7001716;NILTO TATTO;2020;Serviço de táxi, pedágio e estacionamento;UBER DO BRASIL TECNOLOGIA LTDA.-17.895.646/0001-87;22,82
7001740;NILTO TATTO;2020;Serviço de táxi, pedágio e estacionamento;UBER DO BRASIL TECNOLOGIA LTDA.-17.895.646/0001-87;23,46
7003405;NILTO TATTO;2020;Telefonia;VIVO S/A-02.558.157/0001-62;25,68
7001669;NILTO TATTO;2020;Serviço de táxi, pedágio e estacionamento;UBER DO BRASIL TECNOLOGIA LTDA.-17.895.646/0001-87;31,16
7006899;NILTO TATTO;2020;Fornecimento de alimentação do parlamentar;PADARIA E CONVENIENCIA SILVEIRA LTDA-11.379.600/0001-29;31,88
7001710;NILTO TATTO;2020;Serviço de táxi, pedágio e estacionamento;UBER DO BRASIL TECNOLOGIA LTDA.-17.895.646/0001-87;33,13
7006914;NILTO TATTO;2020;Fornecimento de alimentação do parlamentar;PADARIA E CONVENIENCIA SILVEIRA LTDA-11.379.600/0001-29;42,52
7006880;NILTO TATTO;2020;Fornecimento de alimentação do parlamentar;RESTAURANTE E CHURRASCARIA DO ALEMÃO-00.936.842/0001-50;44
7005592;NILTO TATTO;2020;Serviços postais;EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS-34.028.316/1070-99;49,8
7005582;NILTO TATTO;2020;Serviços postais;EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS-34.028.316/1070-99;49,8
7003557;NILTO TATTO;2020;Manutenção de escritório de apoio à atividade parlamentar;ENEL-61.695.227/0001-93;63,88
7004711;NILTO TATTO;2020;Fornecimento de alimentação do parlamentar;SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL SENAC-33.469.172/0016-44;67,43
7004704;NILTO TATTO;2020;Fornecimento de alimentação do parlamentar;SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL SENAC-33.469.172/0016-44;67,43
7001704;NILTO TATTO;2020;Serviço de táxi, pedágio e estacionamento;UBER DO BRASIL TECNOLOGIA LTDA.-17.895.646/0001-87;105,83
7003528;NILTO TATTO;2020;Hospedagem ,exceto do parlamentar no distrito federal;CARDUM PALACE HOTEL LTDA -EPP-67.510.990/0001-89;129
7007025;NILTO TATTO;2020;Combustíveis e lubrificantes;CAETANO & MANIKA LTDA.-00.681.918/0001-43;130,03
7003536;NILTO TATTO;2020;Hospedagem ,exceto do parlamentar no distrito federal;Hotel Premier LTDA-34.622.169/0001-03;146,9
7007045;NILTO TATTO;2020;Combustíveis e lubrificantes;POSTO RODOSERV LT-01.072.194/0001-01;176,01
7007041;NILTO TATTO;2020;Combustíveis e lubrificantes;AUTO POSTO AGULHAS NEGRAS LTDA-08.877.175/0001-93;176,14
7007063;NILTO TATTO;2020;Combustíveis e lubrificantes;AUTO POSTO CARLU LT-43.187.418/0001-62;179,74
7007066;NILTO TATTO;2020;Combustíveis e lubrificantes;AUTO POSTO PETROPEN LTDA-82.600.834/0001-00;184,1
7007030;NILTO TATTO;2020;Combustíveis e lubrificantes;POSTO DE SERVIÇOS ANTONIO PAES LTDA-62.409.305/0001-09;187,45
7007014;NILTO TATTO;2020;Combustíveis e lubrificantes;AUTO POSTO APIAI LTDA-50.337.104/0001-64;188,01
7007052;NILTO TATTO;2020;Combustíveis e lubrificantes;POSTO DE ENERGIA AUTOMOTIVA LTDA-19.499.974/0001-90;210,06
7001650;NILTO TATTO;2020;Serviço de táxi, pedágio e estacionamento;CENTRO DE GESTÃO DE MEIOS DE PGTO. LTDA. - SEM PARAR-04.088.208/0001-65;238,14
7003456;NILTO TATTO;2020;Telefonia;VIVO S/A-02.558.157/0001-62;336,11
7003533;NILTO TATTO;2020;Hospedagem ,exceto do parlamentar no distrito federal;Gold Inn Hotel-22.707.399/0001-88;373
7004224;NILTO TATTO;2020;Passagens aéreas;GOL LINHAS AEREAS S.A.-07.575.651/0001-59;390,57
7003431;NILTO TATTO;2020;Telefonia;VIVO S/A-02.558.157/0001-62;390,93
7004352;NILTO TATTO;2020;Passagens aéreas;GOL LINHAS AEREAS S.A.-07.575.651/0001-59;449,85
7006370;NILTO TATTO;2020;Manutenção de escritório de apoio à atividade parlamentar;Kalunga Comercio e Industria Grafica Ltda-43.283.811/0177-10;794,65
7004461;NILTO TATTO;2020;Passagens aéreas;GOL LINHAS AEREAS S.A.-07.575.651/0001-59;907,9
7003379;NILTO TATTO;2020;Manutenção de escritório de apoio à atividade parlamentar;LELLO LOCAÇÃO E VENDAS LTDA-00.100.765/0001-01;1028,35
7003961;NILTO TATTO;2020;Passagens aéreas;GOL LINHAS AEREAS S.A.-07.575.651/0001-59;1052,52
7003390;NILTO TATTO;2020;Manutenção de escritório de apoio à atividade parlamentar;ATTBRASIL TECNOLOGIA LOCAÇÃO E SOLUÇÕES EM INFORMÁTICA LTDA-EPP-22.392.165/0001-99;1295
7003414;NILTO TATTO;2020;Telefonia;VIVO S/A-02.558.157/0001-62;1347,88
7001423;NILTO TATTO;2020;Divulgação da atividade parlamentar;VISTAR PRESTACAO DE SERVICOS DE DIGITACAO LTDA-08.689.647/0001-84;4000
7001422;NILTO TATTO;2020;Divulgação da atividade parlamentar;VISTAR PRESTACAO DE SERVICOS DE DIGITACAO LTDA-08.689.647/0001-84;4500
7001421;NILTO TATTO;2020;Divulgação da atividade parlamentar;VISTAR PRESTACAO DE SERVICOS DE DIGITACAO LTDA-08.689.647/0001-84;4500
6999292;ORLANDO SILVA;2020;Serviço de táxi, pedágio e estacionamento;COOPERATIVA DOS TAXISTAS AUT. DO DIST. FEDERAL-38.069.159/0001-35;27
0;ORLANDO SILVA;2020;Serviços postais;CORREIOS - SEDEX CONVENCIONAL-00.000.000/0000-07;35,46
6999472;ORLANDO SILVA;2020;Manutenção de escritório de apoio à atividade parlamentar;WORKS INFORMÁTICA COMERCIAL LTDA.-00.320.065/0001-14;720
0;PAULO FREIRE COSTA;2020;Serviços postais;CORREIOS - CAIXA DE ENCOMENDAS BÁSICA/CONVENCIONAL-00.000.000/0000-07;15,8
0;PAULO FREIRE COSTA;2020;Serviços postais;CORREIOS - CAIXA DE ENCOMENDAS BÁSICA/CONVENCIONAL-00.000.000/0000-07;22,15
0;PAULO FREIRE COSTA;2020;Serviços postais;CORREIOS - SEDEX CONVENCIONAL-00.000.000/0000-07;38,43
0;PAULO FREIRE COSTA;2020;Serviços postais;CORREIOS - SEDEX CONVENCIONAL-00.000.000/0000-07;54,23
0;PAULO FREIRE COSTA;2020;Serviços postais;CORREIOS - SEDEX CONVENCIONAL-00.000.000/0000-07;63,33
0;PAULO FREIRE COSTA;2020;Serviços postais;CORREIOS - SEDEX CONVENCIONAL-00.000.000/0000-07;95,1
0;PAULO FREIRE COSTA;2020;Serviços postais;CORREIOS - SEDEX CONVENCIONAL-00.000.000/0000-07;95,1
1723524;PAULO FREIRE COSTA;2020;Emissão bilhete aéreo;Cia Aérea - AZUL-09.296.295/0001-60;342,85
1723526;PAULO FREIRE COSTA;2020;Emissão bilhete aéreo;Cia Aérea - AZUL-09.296.295/0001-60;352,85
1723525;PAULO FREIRE COSTA;2020;Emissão bilhete aéreo;Cia Aérea - AZUL-09.296.295/0001-60;428,85
1723540;PAULO FREIRE COSTA;2020;Emissão bilhete aéreo;Cia Aérea - AZUL-09.296.295/0001-60;1870,28
1723539;PAULO FREIRE COSTA;2020;Emissão bilhete aéreo;Cia Aérea - AZUL-09.296.295/0001-60;1925,28
1723509;PAULO FREIRE COSTA;2020;Emissão bilhete aéreo;Cia Aérea - AZUL-09.296.295/0001-60;3519,85
6995926;PAULO FREIRE COSTA;2020;Locação ou fretamento de veículos automotores;NIDOTTI & PAIVA TRANSPORTES, LOCACAO E TURISMO LTDA-02.629.260/0001-56;5500
0;PAULO PEREIRA DA SILVA;2020;Serviços postais;CORREIOS - SEDEX CONVENCIONAL-00.000.000/0000-07;38,43
7001969;PAULO PEREIRA DA SILVA;2020;Combustíveis e lubrificantes;CRUZEIRO COMBUSTIVEIS E SERVICOS S/A-26.991.067/0001-29;50
7001963;PAULO PEREIRA DA SILVA;2020;Combustíveis e lubrificantes;BRASAL COMBUSTIVEIS LTDA-00.097.626/0003-20;50
0;PAULO PEREIRA DA SILVA;2020;Serviços postais;CORREIOS - SEDEX CONVENCIONAL-00.000.000/0000-07;57,65
7001975;PAULO PEREIRA DA SILVA;2020;Combustíveis e lubrificantes;CRUZEIRO COMBUSTIVEIS E SERVICOS S/A-26.991.067/0001-29;70
0;PAULO PEREIRA DA SILVA;2020;Serviços postais;CORREIOS - SEDEX CONVENCIONAL-00.000.000/0000-07;106,14
0;PAULO PEREIRA DA SILVA;2020;Serviços postais;CORREIOS - SEDEX CONVENCIONAL-00.000.000/0000-07;123,27
7001982;PAULO PEREIRA DA SILVA;2020;Combustíveis e lubrificantes;AUTO POSTO AEROPORTO LTDA-08.202.116/0001-15;201,37
6995026;PAULO PEREIRA DA SILVA;2020;Telefonia;TELEFÔNICA BRASIL S.A. VIVO-02.558.157/0001-62;1425,78
7006020;PAULO TEIXEIRA;2020;Serviço de táxi, pedágio e estacionamento;SINPETAXI-00.031.708/0001-00;47
7003225;PAULO TEIXEIRA;2020;Serviço de táxi, pedágio e estacionamento;SINPETAXI-00.031.708/0001-00;47
7004465;PAULO TEIXEIRA;2020;Fornecimento de alimentação do parlamentar;PIZZARIA E CHURRASCARIA NOVA MACEDO LTDA-49.292.618/0001-61;51,88
7003219;PAULO TEIXEIRA;2020;Serviço de táxi, pedágio e estacionamento;SINPETAXI-00.031.708/0001-00;57
7003221;PAULO TEIXEIRA;2020;Serviço de táxi, pedágio e estacionamento;SINPETAXI-00.031.708/0001-00;60
7003214;PAULO TEIXEIRA;2020;Serviço de táxi, pedágio e estacionamento;SINPETAXI-00.031.708/0001-00;63
7006031;PAULO TEIXEIRA;2020;Serviço de táxi, pedágio e estacionamento;SINPETAXI-00.031.708/0001-00;83
7003223;PAULO TEIXEIRA;2020;Serviço de táxi, pedágio e estacionamento;SINPETAXI-00.031.708/0001-00;83
7006028;PAULO TEIXEIRA;2020;Serviço de táxi, pedágio e estacionamento;SINPETAXI-00.031.708/0001-00;84
7003669;PAULO TEIXEIRA;2020;Combustíveis e lubrificantes;POSTO DE SERVICO CAMACHO LT-60.659.554/0001-27;96,74
7003648;PAULO TEIXEIRA;2020;Combustíveis e lubrificantes;POSTO ANTONIO MARTINEZ JUNIOR LTDA-10.442.027/0001-98;122,01
7003641;PAULO TEIXEIRA;2020;Combustíveis e lubrificantes;AUTO POSTO ALAMEDA SANTOS LTDA-05.580.211/0001-64;127
7003638;PAULO TEIXEIRA;2020;Combustíveis e lubrificantes;AUTO POSTO GOLD STAR LT-54.085.709/0001-66;131,11
