gid,UF,nome,Censo,PIB,pop,classe,desemprego,pop_sanea,expec_vida,pobreza,IDH,urbaniz,dens_pop_urbana
3035,MINAS GERAIS,Santo Antônio do Rio Abaixo,2010,10686.73730469,1794,1,5.6,75.9626144719994,77.8,5.6,728,,
3036,MINAS GERAIS,Santo Hipólito,2010,29863.35351562,3673,1,4.8,76.4837276161448,78.6,4.4,737,,
3037,MINAS GERAIS,Santos Dumont,2010,563264.25,47244,2,6.8,76.2044542881979,76.5,3.8,730,,
3038,MINAS GERAIS,São Bento Abade,2010,34052.71875,4715,1,4.8,79.3258887312323,77.8,5.4,727,,
3039,MINAS GERAIS,São Brás do Suaçuí,2010,70678.1171875,3657,2,6.8,78.2403594537597,76.5,4.3,733,,
3040,MINAS GERAIS,São Domingos das Dores,2010,34492.50390625,5418,1,6.8,79.2208215735309,78.9,5.2,733,,
3041,MINAS GERAIS,São Domingos do Prata,2010,114706.9375,17857,1,5.5,78.6465513545064,77.9,4.2,725,,
3042,MINAS GERAIS,São Félix de Minas,2010,19402.95703125,3484,1,5.2,76.7051281626928,78.4,4,728,,
3043,MINAS GERAIS,São Francisco,2010,224811.046875,55141,1,6.1,79.4801929816449,76.9,4.4,729,,
3044,MINAS GERAIS,São Francisco de Paula,2010,51690.03515625,6384,1,7.4,78.1241861024885,77.9,3.7,728,,
3045,MINAS GERAIS,São Francisco de Sales,2010,93887.5625,5314,2,6.8,79.1265659685875,76.9,4,734,,
3046,MINAS GERAIS,São Francisco do Glória,2010,32376.13085938,5685,1,4.7,76.4107306493344,77.2,3.7,727,,
3047,MINAS GERAIS,São Geraldo,2010,58736.59375,9846,1,6.9,79.2340616587013,78.1,5.5,727,,
3048,MINAS GERAIS,São Geraldo da Piedade,2010,23582.0546875,4865,1,6.5,77.8452945745119,78.7,4.5,736,,
3049,MINAS GERAIS,São Geraldo do Baixio,2010,21757.00390625,3461,1,4.9,77.6316128472558,78.1,4.8,733,,
3050,MINAS GERAIS,São Gonçalo do Abaeté,2010,98287.625,6546,2,6,76.6529430438,76.9,5.3,729,,
3051,MINAS GERAIS,São Gonçalo do Pará,2010,77404.9296875,11246,1,6.3,77.9961120694575,79,5.4,727,,
3052,MINAS GERAIS,São Gonçalo do Rio Abaixo,2010,575518.5625,9738,4,7.4,76.5497375059014,78.2,3.8,732,,
3429,MINAS GERAIS,São Gonçalo do Rio Preto,2010,16782.6171875,3269,1,5.2,75.9643416277685,78.5,4.8,731,,
3053,MINAS GERAIS,São Gonçalo do Sapucaí,2010,288685.75,23627,2,4.5,75.5962569292288,78.3,5.5,725,,
3054,MINAS GERAIS,São Gotardo,2010,373019.53125,32580,2,5,78.928536818527,76,4.7,731,,
3136,MINAS GERAIS,São João Batista do Glória,2010,314871.53125,7198,3,5.6,78.0361088267341,77.1,3.9,736,,
3137,MINAS GERAIS,São João da Lagoa,2010,26698.18359375,4971,1,6.5,78.3032902463378,76.4,5.7,734,,
3138,MINAS GERAIS,São João da Mata,2010,25577.03710938,2981,1,5.8,79.1311392454487,76.6,4.7,734,,
3139,MINAS GERAIS,São João da Ponte,2010,109678.1484375,26983,1,5.6,78.7457059314108,77.1,5.1,734,,
3140,MINAS GERAIS,São João das Missões,2010,35754.640625,11267,1,4.8,77.9094358346222,78.7,4.4,724,,
3141,MINAS GERAIS,São João del Rei,2010,822362,85503,1,6.1,76.3782210324216,77,5.6,737,,
3081,MINAS GERAIS,São João do Manhuaçu,2010,73657.171875,9881,1,7,76.8849094595017,78.2,3.8,725,,
3082,MINAS GERAIS,São João do Manteninha,2010,29055.21289062,5132,1,4.7,77.2536775367186,76.3,4.7,725,,
3083,MINAS GERAIS,São João do Oriente,2010,47056.51171875,8128,1,6.5,76.447605810727,78.1,5.4,730,,
3084,MINAS GERAIS,São João do Pacuí,2010,20219.13476562,4223,1,6.1,75.9555626785128,76.9,3.9,730,,
3142,MINAS GERAIS,São João do Paraíso,2010,97728.765625,22782,1,5.3,77.5704430425304,78.5,3.9,733,,
3143,MINAS GERAIS,São João Evangelista,2010,81616.9921875,16254,1,6,76.4057678852351,78,5.6,736,,
3144,MINAS GERAIS,São João Nepomuceno,2010,177288.109375,26160,1,5.9,75.9333798901401,77.7,4.6,724,,
3145,MINAS GERAIS,São Joaquim de Bicas,2010,308069.5,23986,2,7.3,77.0245748537883,77.9,5.4,728,,
3146,MINAS GERAIS,São José da Barra,2010,301047.03125,7090,3,4.7,78.3646701072004,76.6,5.7,733,,
3147,MINAS GERAIS,São José da Lapa,2010,264196.1875,19234,2,6.5,77.5526881952009,77.5,5,728,,
3148,MINAS GERAIS,São José da Safira,2010,18445.08789062,4069,1,6.4,77.1078937434521,77.6,5,735,,
3149,MINAS GERAIS,São José da Varginha,2010,49623.1796875,4070,2,6.7,79.2375361396437,76.3,5.1,732,,
3150,MINAS GERAIS,São José do Alegre,2010,24601.56054688,4066,1,4.6,76.4561801002663,76.9,4.9,737,,
3151,MINAS GERAIS,São José do Divino,2010,23774.8359375,3881,1,7.4,78.5650707161991,76.9,4.7,729,,
3152,MINAS GERAIS,São José do Goiabal,2010,29155.28125,5743,1,4.9,78.249994803182,76.2,3.8,731,,
3153,MINAS GERAIS,São José do Jacuri,2010,32980.9609375,7234,1,6.1,76.5183582542874,78.3,5.3,734,,
3154,MINAS GERAIS,São José do Mantimento,2010,16619.5234375,2579,1,6.9,77.9830771889043,77.9,5,729,,
3155,MINAS GERAIS,São Lourenço,2010,370494.4375,42688,1,5,77.9527892803874,78.1,4.1,735,,
3156,MINAS GERAIS,São Miguel do Anta,2010,38750.4296875,7094,1,6.2,79.1678578220893,78.3,4.1,726,,
3157,MINAS GERAIS,São Pedro da União,2010,54260.28125,5386,2,6.7,76.3647982486378,77.4,4.5,735,,
3159,MINAS GERAIS,São Pedro do Suaçuí,2010,31461.02148438,5925,1,5.9,79.1837029124479,76.6,4.9,737,,
3158,MINAS GERAIS,São Pedro dos Ferros,2010,70631.34375,9087,1,4.8,78.500537901281,77.7,5.5,727,,
3160,MINAS GERAIS,São Romão,2010,52772.86328125,9713,1,4.9,75.6168010275282,76.2,4.9,733,,
3161,MINAS GERAIS,São Roque de Minas,2010,101647.859375,6301,2,6.1,76.5922727363084,78.8,4.8,735,,
3162,MINAS GERAIS,São Sebastião da Bela Vista,2010,54842.71875,5193,2,5.8,76.6221015821684,78.9,5.7,727,,
3163,MINAS GERAIS,São Sebastião da Vargem Alegre,2010,26006.234375,2877,1,7.2,76.7801599364159,76.8,5.3,726,,
3164,MINAS GERAIS,São Sebastião do Anta,2010,35345.015625,5723,1,4.8,75.7513801155876,77.7,3.9,737,,
3165,MINAS GERAIS,São Sebastião do Maranhão,2010,43979.26953125,12099,1,5.7,77.647981279588,78.2,5,731,,
3166,MINAS GERAIS,São Sebastião do Oeste,2010,141371.28125,5689,3,6.2,76.0496930453239,78.3,4,728,,
3167,MINAS GERAIS,São Sebastião do Paraíso,2010,909921.375,64800,2,6.7,77.6074289938078,79,5.1,727,,
3168,MINAS GERAIS,São Sebastião do Rio Preto,2010,9779.67578125,1737,1,6.3,75.5576179431563,76.4,5.2,730,,
3230,MINAS GERAIS,São Sebastião do Rio Verde,2010,14904.08691406,2292,1,6.5,78.0731836101201,77.7,4.6,734,,
3233,MINAS GERAIS,São Thomé das Letras,2010,48432.0078125,6943,1,5.9,77.8026806310681,77.7,4.4,732,,
3231,MINAS GERAIS,São Tiago,2010,69510.375,10645,1,6,76.112896339451,76.8,5.2,729,,
3232,MINAS GERAIS,São Tomás de Aquino,2010,73356.8828125,7073,2,7.2,76.5794853981004,76.9,3.9,732,,
3234,MINAS GERAIS,São Vicente de Minas,2010,66454.578125,6525,2,5.9,75.6674776523549,77.7,4.1,738,,
2046,MINAS GERAIS,Sapucaí-Mirim,2010,37890.8515625,6046,1,4.6,75.8262918424199,78,5.3,734,,
3235,MINAS GERAIS,Sardoá,2010,23739.77929688,5477,1,6.8,77.0482593191289,77,5,724,,
3236,MINAS GERAIS,Sarzedo,2010,230657.375,25583,1,6.8,77.5869571673484,78.5,5.6,725,,
3238,MINAS GERAIS,Sem-Peixe,2010,16147.79492188,2993,1,5.1,78.9910999333196,77.8,4.7,728,,
3239,MINAS GERAIS,Senador Amaral,2010,49120.94140625,5201,1,4.7,77.6851327525415,78.2,4.2,725,,
3240,MINAS GERAIS,Senador Cortes,2010,14030.48046875,2082,1,6.8,78.0695985693159,78.4,4.4,731,,
3181,MINAS GERAIS,Senador Firmino,2010,38337.6640625,7361,1,4.6,76.0112644307902,76.9,3.8,736,,
3182,MINAS GERAIS,Senador José Bento,2010,25655.8515625,1855,2,6.5,78.3017858671534,78.6,4.8,733,,
3183,MINAS GERAIS,Senador Modestino Gonçalves,2010,24275.17382812,5105,1,5.3,78.460983269995,76.9,3.7,729,,
3184,MINAS GERAIS,Senhora de Oliveira,2010,30052.00976562,5873,1,4.6,77.325276702531,78.5,5.5,727,,
3241,MINAS GERAIS,Senhora do Porto,2010,17524.14453125,3635,1,6,75.7682168145632,78.1,5.4,729,,
3242,MINAS GERAIS,Senhora dos Remédios,2010,48332.01171875,10588,1,7.1,78.4831447855592,77,4.9,731,,
3243,MINAS GERAIS,Sericita,2010,39047.0703125,7345,1,6,77.4559407225441,78.6,5.7,726,,
3244,MINAS GERAIS,Seritinga,2010,13994.18945312,1818,1,5.9,75.7034003657765,77.9,4.7,729,,
3245,MINAS GERAIS,Serra Azul de Minas,2010,17296.31054688,4479,1,5.1,78.3019440606919,77.4,4.9,729,,
3246,MINAS GERAIS,Serra da Saudade,2010,10433.84667969,890,2,6,76.1291185851195,76.6,5.3,734,,
3248,MINAS GERAIS,Serra do Salitre,2010,177244.234375,10778,2,6.5,78.1355331283862,76.9,4.8,737,,
3247,MINAS GERAIS,Serra dos Aimorés,2010,85138.171875,8667,2,6.2,77.1040776493058,78.6,3.8,728,,
3249,MINAS GERAIS,Serrania,2010,74084.8203125,7584,2,5.3,77.0853450417099,77.9,5.6,730,,
3250,MINAS GERAIS,Serranópolis de Minas,2010,18955.78125,4787,1,4.8,75.8796502121857,77,5.7,737,,
3251,MINAS GERAIS,Serranos,2010,15636.30761719,2130,1,4.5,78.9564895367035,78.9,5,735,,
3252,MINAS GERAIS,Serro,2010,112299.921875,21525,1,6.2,76.9055199730385,77.2,4.7,730,,
3253,MINAS GERAIS,Sete Lagoas,2010,4105512,225358,2,4.9,77.3034737037059,77,5,724,,
3237,MINAS GERAIS,Setubinha,2010,37165.37890625,11588,1,7.2,78.3558144825515,77.1,4.9,738,,
3254,MINAS GERAIS,Silveirânia,2010,14646.60546875,2193,1,5,76.9253517911197,78.6,4.2,733,,
3255,MINAS GERAIS,Silvianópolis,2010,61481.84765625,6261,2,5.6,79.273863976733,77,4.5,727,,
3256,MINAS GERAIS,Simão Pereira,2010,20950.86914062,2594,1,6.5,78.0191543142526,78.8,4.7,738,,
3257,MINAS GERAIS,Simonésia,2010,96474.9296875,17933,1,7.3,77.5048852673457,77.6,5.5,726,,
3258,MINAS GERAIS,Sobrália,2010,32241.73046875,6116,1,5.5,75.5711840711802,76.3,3.8,729,,
3259,MINAS GERAIS,Soledade de Minas,2010,34376.37890625,5795,1,6.2,76.5900855055165,77.8,5.5,728,,
3260,MINAS GERAIS,Tabuleiro,2010,24435.87109375,4068,1,5.8,78.9760112818237,76.9,4.3,726,,
3261,MINAS GERAIS,Taiobeiras,2010,160162.15625,31333,1,4.8,79.1109772383827,78.4,5.6,733,,
3262,MINAS GERAIS,Taparuba,2010,18789.33203125,3357,1,6.2,78.3290984569554,76.6,3.9,734,,
3309,MINAS GERAIS,Tapira,2010,193151.859375,3757,3,7.3,76.0723542622425,76.3,4,738,,
3310,MINAS GERAIS,Tapiraí,2010,28785.10546875,1888,2,5.8,77.4842104731513,76.9,5.5,730,,
3311,MINAS GERAIS,Taquaraçu de Minas,2010,28968.6796875,3950,1,5.8,77.0556579162045,78.9,4.1,730,,
3312,MINAS GERAIS,Tarumirim,2010,75479.171875,14585,1,6.6,78.2501213989408,77.2,3.8,734,,
3313,MINAS GERAIS,Teixeiras,2010,108453.5703125,12187,1,5.8,77.7812361994622,78.9,4.7,730,,
3314,MINAS GERAIS,Teófilo Otoni,2010,1154886.25,130517,1,5.3,79.4353842890417,78.8,5.4,725,,
3315,MINAS GERAIS,Timóteo,2010,1693002.375,79813,2,5.6,79.3175460824825,76.5,4.4,735,,
3316,MINAS GERAIS,Tiradentes,2010,64479.90625,6966,1,5.2,75.7002232088959,77.7,3.8,737,,
3317,MINAS GERAIS,Tiros,2010,92011.21875,7626,2,6,77.9364036030889,76.3,4.8,728,,
3318,MINAS GERAIS,Tocantins,2010,118708.8828125,16408,1,5.1,75.8800333734023,78.4,5.3,733,,
3319,MINAS GERAIS,Tocos do Moji,2010,22459.36914062,4084,1,7.3,77.2787953758275,77.3,4.6,737,,
3320,MINAS GERAIS,Toledo,2010,48271.5390625,6038,1,4.8,77.8991510319205,76.7,5.1,736,,
3321,MINAS GERAIS,Tombos,2010,55267.80078125,8881,1,6.6,79.3552956033725,76.2,4.4,726,,
3322,MINAS GERAIS,Três Corações,2010,1344211.5,75776,2,6.1,77.7676115002462,77.8,5.5,730,,
3323,MINAS GERAIS,Três Marias,2010,886700.8125,28042,3,6.6,78.0970318525637,76.6,4.8,737,,
3324,MINAS GERAIS,Três Pontas,2010,539718.125,54149,2,6.4,78.8456513363542,76,5,738,,
3325,MINAS GERAIS,Tumiritinga,2010,34187.10546875,6198,1,7.1,78.5226821261045,77.9,3.8,734,,
3326,MINAS GERAIS,Tupaciguara,2010,294354.84375,23841,2,4.9,75.8833993095265,76.2,5.1,734,,
3327,MINAS GERAIS,Turmalina,2010,100513.578125,18134,1,4.9,79.469349290812,78.3,4.4,735,,
3328,MINAS GERAIS,Turvolândia,2010,66255.15625,5020,2,5.5,76.4841472407692,76.3,4.7,734,,
3329,MINAS GERAIS,Ubá,2010,1088261.375,99708,2,5.4,76.5371593030103,77.8,4.8,730,,
3330,MINAS GERAIS,Ubaí,2010,50889.91015625,12499,1,5.4,77.0406616575586,78.6,4.1,727,,
3331,MINAS GERAIS,Ubaporanga,2010,69659.015625,12561,1,6.8,78.5218656247442,78.9,4.3,726,,
3332,MINAS GERAIS,Uberaba,2010,6489508.5,296261,2,5.5,76.8114837029933,77.9,5,732,,
3333,MINAS GERAIS,Uberlândia,2010,16165950,634345,3,4.6,77.4141843889191,78.6,4.5,725,,
3334,MINAS GERAIS,Umburatiba,2010,18525.68945312,2844,1,5,78.6493398308089,77.1,5.4,724,,
3335,MINAS GERAIS,Unaí,2010,1310654.375,78125,2,7.2,78.7126932987981,77.1,4.8,729,,
3336,MINAS GERAIS,União de Minas,2010,90277.6328125,4735,2,5.7,77.2247773163711,78.4,4.8,737,,
3337,MINAS GERAIS,Uruana de Minas,2010,29089.09375,2747,2,5.5,75.8570919819759,76.5,4.9,731,,
3338,MINAS GERAIS,Urucânia,2010,91329.15625,10502,1,5.5,77.795072729708,77.2,5.4,725,,
3339,MINAS GERAIS,Urucuia,2010,67718.234375,12203,1,6.6,77.9160136337399,78.8,4.5,728,,
3340,MINAS GERAIS,Vargem Alegre,2010,33510.38671875,6829,1,4.8,79.2186490827854,76.8,4.6,736,,
3341,MINAS GERAIS,Vargem Bonita,2010,23029.76171875,2140,2,6.8,79.1535397941365,78.8,4,732,,
3342,MINAS GERAIS,Vargem Grande do Rio Pardo,2010,21605.60546875,4924,1,6.1,77.6529267513206,78.7,5.5,728,,
3343,MINAS GERAIS,Varginha,2010,3046304,121785,3,5.1,77.2337054811218,78.6,5.5,728,,
3344,MINAS GERAIS,Varjão de Minas,2010,89225.984375,6520,2,5.3,77.0959340716501,76.6,4.6,737,,
3345,MINAS GERAIS,Várzea da Palma,2010,602603.0625,36314,2,5.1,77.826373681761,77.4,4.6,737,,
3386,MINAS GERAIS,Varzelândia,2010,78314.7890625,19771,1,5.1,78.5651189900736,76.9,4.8,728,,
3387,MINAS GERAIS,Vazante,2010,268169.0625,20042,2,5.2,79.2941982062614,77.2,3.8,736,,
3388,MINAS GERAIS,Verdelândia,2010,64725.09375,8514,1,4.7,76.4528632603941,76.2,5.7,726,,
3389,MINAS GERAIS,Veredinha,2010,23984.67578125,6045,1,6.1,76.8875483578432,78.2,5.1,737,,
3390,MINAS GERAIS,Veríssimo,2010,77581.65625,3991,2,6.9,78.0179361364985,79,4.5,734,,
3391,MINAS GERAIS,Vermelho Novo,2010,25643.0078125,4698,1,6,79.3648718864488,76.3,5.1,736,,
3392,MINAS GERAIS,Vespasiano,2010,1101311.25,101846,2,6.4,76.5278471122716,78.9,4.7,731,,
3393,MINAS GERAIS,Viçosa,2010,599764.125,74171,1,4.6,76.5978996305636,76.2,4.3,733,,
3394,MINAS GERAIS,Vieiras,2010,29292.23242188,3899,1,6.8,78.3227861255077,77.2,5.3,724,,
3396,MINAS GERAIS,Virgem da Lapa,2010,55561.40234375,14685,1,4.9,77.7472433669432,76.6,4.7,729,,
3397,MINAS GERAIS,Virgínia,2010,80305.2265625,8544,1,5.8,76.0974302970886,77.1,4.3,731,,
3398,MINAS GERAIS,Virginópolis,2010,62167.61328125,11273,1,5.2,75.8189165715914,77.8,5.3,731,,
3399,MINAS GERAIS,Virgolândia,2010,29363.0703125,5819,1,6.8,78.2361716873851,76.6,5.3,725,,
3400,MINAS GERAIS,Visconde do Rio Branco,2010,498500.25,37228,2,6.8,78.3461297620721,76.2,5.4,731,,
3401,MINAS GERAIS,Volta Grande,2010,52225.57421875,5402,2,4.9,78.4202959788027,78.4,4.7,728,,
3402,MINAS GERAIS,Wenceslau Braz,2010,16090.56835938,2571,1,5.8,75.7430996792442,77.8,3.8,736,,
2138,PARÁ,Abaetetuba,2010,456256.9375,139819,1,7.7,30.8031493344808,71.9,19.4,653,,
2139,PARÁ,Abel Figueiredo,2010,42869.5,6967,1,6.1,31.0705623652085,72,19.4,651,,
2140,PARÁ,Acará,2010,240422.15625,48501,1,8.2,30.2472959155789,72.3,18.7,652,,
2141,PARÁ,Afuá,2010,100038.40625,32633,1,6.8,27.217583468439,73.7,18.2,646,,
2163,PARÁ,Água Azul do Norte,2010,187433.203125,31216,1,6.6,28.0425148374624,72.1,20,651,,
2200,PARÁ,Alenquer,2010,208143.0625,57067,1,6.4,27.5748070682294,71.2,19.8,646,,
2201,PARÁ,Almeirim,2010,345153.5625,31192,2,5.9,27.2556038061356,73.3,18.6,653,,
2202,PARÁ,Altamira,2010,608372.75,98750,1,8,30.0759015028726,73.7,19.4,646,,
2203,PARÁ,Anajás,2010,62534.5625,27386,1,5.8,28.9415086260078,73.4,19.7,648,,
2204,PARÁ,Ananindeua,2010,3243369.5,505512,1,7.9,29.34742284364,73.7,20.1,641,,
2205,PARÁ,Anapu,2010,77226.921875,20421,1,6.6,30.7448619988182,71.1,19,649,,
2206,PARÁ,Augusto Corrêa,2010,111036.953125,39317,1,8.4,29.7055991074418,72,19.4,650,,
2207,PARÁ,Aurora do Pará,2010,86019.953125,22315,1,7.2,29.1021848055334,71.7,18.6,647,,
2208,PARÁ,Aveiro,2010,54393.734375,20266,1,6.7,30.1337621249019,72,20,650,,
2209,PARÁ,Bagre,2010,45750.63671875,20386,1,7.6,30.862536539725,71.4,19.3,643,,
2210,PARÁ,Baião,2010,105948.2578125,28299,1,6.8,30.3653697808815,72.4,19.8,647,,
2211,PARÁ,Bannach,2010,30876.3671875,3947,1,7.1,28.8993229302948,71.6,18.8,642,,
2212,PARÁ,Barcarena,2010,3287297.25,92567,3,6,28.4248596404759,71.6,18.3,646,,
2213,PARÁ,Belém,2010,16526989,1437600,2,5.9,30.0364230508511,73.2,19.2,645,,
2214,PARÁ,Belterra,2010,68352.0703125,12671,1,6.4,27.7633395423077,72.7,20,642,,
2215,PARÁ,Benevides,2010,519243.1875,46611,2,8.6,28.3040223222789,73.1,18.3,652,,
2216,PARÁ,Bom Jesus do Tocantins,2010,63053.15234375,13593,1,6,30.2320739611448,71.9,19.9,653,,
2217,PARÁ,Bonito,2010,36021.890625,12013,1,8,29.4762665711161,72.7,19.9,641,,
2218,PARÁ,Bragança,2010,382807.5625,107060,1,5.8,28.4373752048399,73,19.1,645,,
2219,PARÁ,Brasil Novo,2010,78731.859375,19754,1,6.8,28.5909631355885,73.7,18.2,643,,
2220,PARÁ,Brejo Grande do Araguaia,2010,32709.0234375,7688,1,6.4,27.570874386722,71.3,18.9,645,,
2221,PARÁ,Breu Branco,2010,282525.6875,52200,1,7.7,28.8650485700322,71.2,18.7,652,,
2222,PARÁ,Breves,2010,300338.15625,101094,1,7.3,29.5096199392461,73.5,18.4,641,,
2223,PARÁ,Bujaru,2010,73291.046875,23654,1,8,30.1374974740048,72.8,18.9,651,,
2225,PARÁ,Cachoeira do Arari,2010,62800.12890625,20411,1,7.4,28.5576668788097,72.1,19.9,650,,
2224,PARÁ,Cachoeira do Piriá,2010,47205.38671875,18777,1,8.6,30.1044665634645,70.8,18.7,643,,
2226,PARÁ,Cametá,2010,328735.40625,117099,1,6.1,30.9903404506504,73.5,18.7,641,,
2227,PARÁ,Canaã dos Carajás,2010,852967.1875,27675,3,8.4,28.8339196983567,72.1,20.1,648,,
2228,PARÁ,Capanema,2010,407624.25,64429,1,6,27.8021480231509,71.8,19.2,652,,
2229,PARÁ,Capitão Poço,2010,160230.15625,52797,1,6.4,28.7790725396077,72.1,18.8,639,,
2230,PARÁ,Castanhal,2010,1216351.375,161497,1,7.3,28.3749808906946,73.4,20.1,647,,
2231,PARÁ,Chaves,2010,68304.5390625,20506,1,7.9,29.2747171081059,71.6,19.5,652,,
2232,PARÁ,Colares,2010,37286.609375,11433,1,7.5,30.0388722062495,73.4,18.5,651,,
2233,PARÁ,Conceição do Araguaia,2010,230119.125,47237,1,7.5,29.8310714078369,71.6,20,641,,
2234,PARÁ,Concórdia do Pará,2010,85260.5703125,22251,1,7.8,30.2128030125679,72.7,18.6,639,,
2235,PARÁ,Cumaru do Norte,2010,81871.8359375,11890,1,8.5,27.4410546373475,70.8,20.2,653,,
2254,PARÁ,Curionópolis,2010,85909.015625,17944,1,7.5,29.4657551001481,73.5,18.3,643,,
2255,PARÁ,Curralinho,2010,55652.5234375,27543,1,8.5,28.4169663913733,73.1,19.9,644,,
2256,PARÁ,Curuá,2010,51835.18359375,12984,1,8.5,28.4386771255661,72.6,19.7,653,,
2257,PARÁ,Curuçá,2010,106017.2265625,36748,1,7.3,30.4234070135316,71.8,19,641,,
2258,PARÁ,Dom Eliseu,2010,229661.15625,39088,1,6,27.8669596861671,72,18.3,653,,
2259,PARÁ,Eldorado dos Carajás,2010,161438.78125,29251,1,6.2,28.4158224465854,71.2,18.5,651,,
2260,PARÁ,Faro,2010,40236.5703125,19585,1,7.2,28.1082763754347,73.7,19.9,651,,
2261,PARÁ,Floresta do Araguaia,2010,178405.46875,15629,2,6,29.7237124319897,72.4,18.7,642,,
2262,PARÁ,Garrafão do Norte,2010,74992.078125,25538,1,8.3,30.5506005614228,72.4,19.7,645,,
2263,PARÁ,Goianésia do Pará,2010,127624.2265625,29164,1,7.4,28.7736287353385,72.5,20.2,645,,
2264,PARÁ,Gurupá,2010,79299.140625,25511,1,6.6,30.6917893827677,71.8,18.8,652,,
2265,PARÁ,Igarapé-Açu,2010,106980.84375,35241,1,8.3,28.3408349187039,72.6,19.6,647,,
2266,PARÁ,Igarapé-Miri,2010,156092.75,57003,1,8.1,28.859617597384,70.9,19.6,645,,
2267,PARÁ,Inhangapi,2010,32318.24804688,10377,1,8.6,28.1748846077137,73.1,18.5,640,,
2268,PARÁ,Ipixuna do Pará,2010,220101.859375,44396,1,8.7,28.0741369037003,72.3,19.3,640,,
2269,PARÁ,Irituia,2010,81347.4296875,30552,1,8,29.8433925463836,73.1,19.3,641,,
2270,PARÁ,Itaituba,2010,604472.25,127848,1,7.7,28.4665300325352,73.6,18.5,646,,
2271,PARÁ,Itupiranga,2010,188305.25,41541,1,7,29.8302194629548,73.4,19,653,,
2280,PARÁ,Jacareacanga,2010,80748.671875,41487,1,8,29.7245301202378,70.9,19.2,653,,
2281,PARÁ,Jacundá,2010,221262.140625,55900,1,6.6,29.9022571597999,71.3,19.2,653,,
2282,PARÁ,Juruti,2010,272503.25,35530,1,8,27.3403960994997,72.8,19.9,651,,
2283,PARÁ,Limoeiro do Ajuru,2010,78205.4921875,24967,1,6.9,27.8536369391181,71.6,19.6,644,,
2284,PARÁ,Mãe do Rio,2010,144473.65625,29087,1,8.3,28.6810549825989,71.4,18.6,642,,
2285,PARÁ,Magalhães Barata,2010,23328.38085938,7895,1,6.7,30.8094905132725,71.6,19.7,653,,
2286,PARÁ,Marabá,2010,3058909,203049,2,8.1,27.8953181622787,72.9,20,651,,
2287,PARÁ,Maracanã,2010,94502.7109375,29417,1,8.3,27.6936477959888,73.7,19.2,649,,
2288,PARÁ,Marapanim,2010,95740.6484375,28011,1,7.2,29.8392915609091,72.9,19.1,641,,
2289,PARÁ,Marituba,2010,518739.1875,101158,1,6,30.881483601743,72.5,18.2,644,,
2290,PARÁ,Medicilândia,2010,134716.71875,23682,1,6.1,28.0843280611872,71.8,18.3,646,,
2291,PARÁ,Melgaço,2010,49263.66796875,17657,1,8.5,29.2700423776222,73,18.8,641,,
2292,PARÁ,Mocajuba,2010,78208.3984375,24695,1,8,29.8543428756543,71.7,18.8,651,,
2293,PARÁ,Moju,2010,234566.484375,68600,1,6.7,30.6336734290948,72.4,19.6,653,,
2294,PARÁ,Monte Alegre,2010,253144.65625,63941,1,7.1,30.079330170959,71.7,19.3,647,,
2295,PARÁ,Muaná,2010,72737.625,30568,1,8.2,30.8822834577049,73.5,19.3,650,,
2296,PARÁ,Nova Esperança do Piriá,2010,69204.703125,24062,1,6.3,27.9353466842073,71.3,18.9,649,,
2297,PARÁ,Nova Ipixuna,2010,53906.359375,15097,1,7.8,27.6154192053343,70.8,20,639,,
2298,PARÁ,Nova Timboteua,2010,44749.25390625,12677,1,7,28.9744108475037,71.5,20.2,639,,
2299,PARÁ,Novo Progresso,2010,150373.875,21504,1,7.3,29.7515408876784,73.6,19.8,643,,
2300,PARÁ,Novo Repartimento,2010,237766.78125,55762,1,6,28.0083767401039,72,19.2,650,,
2301,PARÁ,Óbidos,2010,205298.015625,48429,1,6.3,29.0497675382113,73.7,18.8,646,,
2302,PARÁ,Oeiras do Pará,2010,89607.3984375,26796,1,6.5,29.5135399900262,71.1,19,646,,
2303,PARÁ,Oriximiná,2010,852071.4375,58683,2,7.8,28.8280640015366,72,18.8,651,,
2304,PARÁ,Ourém,2010,49183.3671875,15841,1,7.1,28.861131251891,72,20,643,,
2305,PARÁ,Ourilândia do Norte,2010,218164.859375,21327,2,6.8,29.0712913603576,72,18.2,641,,
2306,PARÁ,Pacajá,2010,158200.59375,41953,1,6.8,29.0843577733953,72.2,19.1,641,,
2307,PARÁ,Palestina do Pará,2010,30205.0859375,7301,1,7,28.6614878204082,73.5,20.1,645,,
2308,PARÁ,Paragominas,2010,878875.1875,97350,1,6.4,28.9405926965639,71.1,19.6,651,,
2309,PARÁ,Parauapebas,2010,5617969.5,152777,3,6.5,28.5050904831986,70.9,19.1,649,,
2310,PARÁ,Pau_D'Arco,2010,36384.5546875,6522,1,5.8,29.381772047171,72.1,18.4,643,,
2338,PARÁ,Peixe-Boi,2010,23817.72460938,7916,1,6.7,29.6554469095358,72.2,19.5,650,,
2311,PARÁ,Piçarra,2010,76790.75,13140,1,6.3,27.5922956008727,71.6,19.4,652,,
2312,PARÁ,Placas,2010,63461.06640625,19592,1,7,30.4979598099082,70.8,19.1,645,,
2313,PARÁ,Ponta de Pedras,2010,76088.96875,26445,1,6.6,27.5705906485297,71.4,19.3,642,,
