,gid,UF,nome,Censo,PIB,Pop_est_2009,PIB_percapita,Descrição,classe,desemprego
3399,3737,MINAS GERAIS,Matozinhos,2010,518959.375,35233,14729.36035156,Produto Interno Bruto per capita,2,5.9
3400,485,RIO GRANDE DO SUL,Itacurubi,2010,51409.2890625,3712,13849.49023438,Produto Interno Bruto per capita,2,4.1
3401,4273,SÃO PAULO,Coronel Macedo,2010,58621.4140625,5343,10971.62988281,Produto Interno Bruto per capita,2,6
3402,2443,PARAÍBA,São Miguel de Taipu,2010,24999.91796875,6812,3669.97998047,Produto Interno Bruto per capita,1,8.1
3403,70,RIO GRANDE DO SUL,Charqueadas,2010,723649.875,36045,20076.2890625,Produto Interno Bruto per capita,2,5.1
3404,615,RIO GRANDE DO SUL,Alpestre,2010,87360.328125,8880,9837.87011719,Produto Interno Bruto per capita,2,3.6
3405,4058,PARANÁ,Santa Amélia,2010,31057.0078125,4105,7565.64990234,Produto Interno Bruto per capita,1,3.3
3406,3058,PERNAMBUCO,Itapetim,2010,49816.1640625,14063,3542.36010742,Produto Interno Bruto per capita,1,8
3407,3481,PARANÁ,Rio Bonito do Iguaçu,2010,118062.1875,15121,7807.83007812,Produto Interno Bruto per capita,1,4.1
3408,863,PIAUÍ,Guaribas,2010,13286.66894531,4491,2958.51000977,Produto Interno Bruto per capita,1,5.1
3409,1494,CEARÁ,Cruz,2010,76905.4609375,23540,3267.01000977,Produto Interno Bruto per capita,1,4.6
3410,922,GOIÁS,Buriti Alegre,2010,141374.421875,8454,16722.7890625,Produto Interno Bruto per capita,2,4.1
3411,1093,GOIÁS,Terezópolis de Goiás,2010,47221.2109375,5951,7935,Produto Interno Bruto per capita,1,5.2
3412,1230,GOIÁS,Rialma,2010,119340.1796875,10911,10937.59960938,Produto Interno Bruto per capita,2,4.6
3413,1860,CEARÁ,Ocara,2010,75618.8359375,24636,3069.43994141,Produto Interno Bruto per capita,1,4.9
3414,3590,PERNAMBUCO,Afogados da Ingazeira,2010,174596.234375,35528,4914.33007812,Produto Interno Bruto per capita,1,9
3415,2594,MINAS GERAIS,Nova Era,2010,238511.484375,18579,12837.69042969,Produto Interno Bruto per capita,2,5.6
3416,2020,CEARÁ,Paraipaba,2010,141155.40625,29892,4722.18017578,Produto Interno Bruto per capita,1,6
3417,3710,PERNAMBUCO,Sertânia,2010,161626.96875,35914,4500.39013672,Produto Interno Bruto per capita,1,9.1
3418,3954,BAHIA,Andorinha,2010,71736.671875,14201,5051.52001953,Produto Interno Bruto per capita,1,8
3419,2122,MARANHÃO,Buriti,2010,99994.796875,26202,3816.30004883,Produto Interno Bruto per capita,1,6.2
3420,2174,PARAÍBA,Monteiro,2010,165522.65625,31100,5322.27001953,Produto Interno Bruto per capita,1,8.6
3421,4659,SÃO PAULO,Mirante do Paranapanema,2010,122058.875,18131,6732.04980469,Produto Interno Bruto per capita,1,8.1
3422,3268,MATO GROSSO,Barão de Melgaço,2010,59532.46484375,7851,7582.79003906,Produto Interno Bruto per capita,1,8.4
3423,1016,GOIÁS,Estrela do Norte,2010,24145.83007812,3223,7491.72998047,Produto Interno Bruto per capita,1,4.6
3424,1900,RIO GRANDE DO NORTE,Currais Novos,2010,289145.5625,43536,6641.52978516,Produto Interno Bruto per capita,1,9.2
3425,4574,SÃO PAULO,Itatiba,2010,2928060.75,99047,29562.33984375,Produto Interno Bruto per capita,3,6.2
3426,2301,PARÁ,Óbidos,2010,205298.015625,48429,4239.14990234,Produto Interno Bruto per capita,1,7.2
3427,5220,SANTA CATARINA,Braço do Norte,2010,502818.3125,29317,17151.08007812,Produto Interno Bruto per capita,2,7.9
3428,2486,PARAÍBA,Duas Estradas,2010,19897.0703125,3855,5161.37011719,Produto Interno Bruto per capita,1,8.5
3429,1180,PIAUÍ,Fronteiras,2010,164702.8125,11502,14319.49023438,Produto Interno Bruto per capita,2,5
3430,3246,MINAS GERAIS,Serra da Saudade,2010,10433.84667969,890,11723.41992188,Produto Interno Bruto per capita,2,5.1
3431,4908,SERGIPE,São Miguel do Aleixo,2010,23908.3203125,3813,6270.20996094,Produto Interno Bruto per capita,1,9.1
3432,3069,PARANÁ,Campo Mourão,2010,1710904.875,85896,19918.33007812,Produto Interno Bruto per capita,2,4.7
3433,5065,SÃO PAULO,Osasco,2010,31616452,718646,43994.46875,Produto Interno Bruto per capita,3,6.5
3434,3376,MINAS GERAIS,Elói Mendes,2010,248070.1875,25532,9716.04980469,Produto Interno Bruto per capita,2,5.4
3435,4949,AMAZONAS,São Paulo de Olivença,2010,109349.2890625,32958,3317.84008789,Produto Interno Bruto per capita,1,8.3
3436,3933,PARANÁ,Nova Londrina,2010,164492.28125,12898,12753.3203125,Produto Interno Bruto per capita,2,4.4
3437,3621,MINAS GERAIS,Jenipapo de Minas,2010,29253.85351562,7242,4039.4699707,Produto Interno Bruto per capita,1,6.8
3438,4190,SÃO PAULO,Analândia,2010,70821.875,4558,15537.9296875,Produto Interno Bruto per capita,2,6.7
3439,184,BAHIA,Tabocas do Brejo Velho,2010,44926.98828125,12608,3563.37011719,Produto Interno Bruto per capita,1,10.3
3440,3422,MINAS GERAIS,Estrela do Sul,2010,131656.03125,7439,17698.08007812,Produto Interno Bruto per capita,2,5.2
3441,5394,SANTA CATARINA,Matos Costa,2010,27616.203125,2826,9772.19042969,Produto Interno Bruto per capita,2,6.8
3442,3169,PERNAMBUCO,Jupi,2010,70330.21875,14461,4863.43994141,Produto Interno Bruto per capita,1,9.8
3443,3434,MINAS GERAIS,Fervedouro,2010,55018.7890625,10754,5116.12011719,Produto Interno Bruto per capita,1,5.7
3444,3670,MINAS GERAIS,Lambari,2010,154348.234375,19244,8020.58984375,Produto Interno Bruto per capita,1,4.7
3445,2730,MINAS GERAIS,Ponto dos Volantes,2010,41717.6640625,11458,3640.91992188,Produto Interno Bruto per capita,1,6.2
3446,4903,BAHIA,Brotas de Macaúbas,2010,41737.30859375,10949,3811.9699707,Produto Interno Bruto per capita,1,9.5
3447,2551,PARAÍBA,Teixeira,2010,57575.5078125,14177,4061.18994141,Produto Interno Bruto per capita,1,8.2
3448,4617,BAHIA,Lajedo do Tabocal,2010,47203.65234375,8999,5245.43017578,Produto Interno Bruto per capita,1,7.9
3449,2529,MARANHÃO,Tuntum,2010,133867.625,39380,3399.37988281,Produto Interno Bruto per capita,1,6.8
3450,3225,MINAS GERAIS,Conceição dos Ouros,2010,100532.8515625,10869,9249.5,Produto Interno Bruto per capita,1,5
3451,3147,MINAS GERAIS,São José da Lapa,2010,264196.1875,19234,13735.88964844,Produto Interno Bruto per capita,2,7.1
3452,3508,MINAS GERAIS,Guiricema,2010,56681.55078125,9116,6217.81005859,Produto Interno Bruto per capita,1,4.9
3453,3834,RONDÔNIA,Nova Brasilândia D'Oeste,2010,163247.671875,17698,9224.0703125,Produto Interno Bruto per capita,1,1.9
3454,3136,MINAS GERAIS,São João Batista do Glória,2010,314871.53125,7198,43744.30859375,Produto Interno Bruto per capita,3,6.5
3455,5079,SÃO PAULO,Poá,2010,2275422,112481,20229.390625,Produto Interno Bruto per capita,2,8
3456,397,RIO GRANDE DO SUL,Coqueiros do Sul,2010,45537.92578125,3342,13625.95019531,Produto Interno Bruto per capita,2,4.9
3457,1971,CEARÁ,Umirim,2010,60732.4140625,19044,3189.06005859,Produto Interno Bruto per capita,1,5.5
3458,2898,MINAS GERAIS,Augusto de Lima,2010,34932.56640625,4599,7595.68994141,Produto Interno Bruto per capita,1,7
3459,570,RIO GRANDE DO SUL,Três Palmeiras,2010,59938.80859375,4469,13412.12988281,Produto Interno Bruto per capita,2,3.4
3460,4869,SÃO PAULO,Taguaí,2010,120494.609375,10849,11106.51953125,Produto Interno Bruto per capita,2,8
3461,2423,PARAÍBA,Pirpirituba,2010,40174.56640625,10546,3809.45996094,Produto Interno Bruto per capita,1,9.9
3462,5288,SANTA CATARINA,Formosa do Sul,2010,33405.02734375,2683,12450.62011719,Produto Interno Bruto per capita,2,6.3
3463,2030,MARANHÃO,Benedito Leite,2010,18226.36132812,5567,3274,Produto Interno Bruto per capita,1,7.1
3464,766,ALAGOAS,Palestina,2010,15465.23339844,5071,3049.73999023,Produto Interno Bruto per capita,1,9.5
3465,651,RIO GRANDE DO SUL,Constantina,2010,117948.4921875,10191,11573.79003906,Produto Interno Bruto per capita,2,4.5
3466,1112,GOIÁS,Pilar de Goiás,2010,22013.68359375,2821,7803.5,Produto Interno Bruto per capita,1,4.3
3467,682,SÃO PAULO,Guatapará,2010,92286.71875,6382,14460.46972656,Produto Interno Bruto per capita,2,5.7
3468,5243,SERGIPE,Ribeirópolis,2010,113096.484375,16194,6983.85009766,Produto Interno Bruto per capita,1,9.3
3469,5252,SANTA CATARINA,Campo Alegre,2010,169965.046875,11713,14510.79980469,Produto Interno Bruto per capita,2,6.6
3470,147,BAHIA,Piraí do Norte,2010,36207.7734375,8818,4106.12011719,Produto Interno Bruto per capita,1,8.9
3471,3039,MINAS GERAIS,São Brás do Suaçuí,2010,70678.1171875,3657,19326.80078125,Produto Interno Bruto per capita,2,6
3472,382,RIO GRANDE DO SUL,Sobradinho,2010,170510.5,14744,11564.74023438,Produto Interno Bruto per capita,2,5.7
3473,4250,SÃO PAULO,Cândido Rodrigues,2010,48428.26171875,2770,17483.13085938,Produto Interno Bruto per capita,2,6.1
3474,3279,MINAS GERAIS,Coração de Jesus,2010,137973.40625,27110,5089.39013672,Produto Interno Bruto per capita,1,5.2
3475,5370,SANTA CATARINA,Joaçaba,2010,851195.8125,25322,33614.87109375,Produto Interno Bruto per capita,3,6.2
3476,3442,MINAS GERAIS,Francisco Sá,2010,159273.59375,25994,6127.31982422,Produto Interno Bruto per capita,1,6.7
3477,1166,SERGIPE,Estância,2010,793643.5625,63582,12482.20996094,Produto Interno Bruto per capita,2,7.5
3478,5158,SANTA CATARINA,Abelardo Luz,2010,412689.84375,16899,24420.9609375,Produto Interno Bruto per capita,3,7.3
3479,2317,PARAÍBA,Olho d'Água,2010,28109.671875,7642,3678.31005859,Produto Interno Bruto per capita,1,9
3480,785,ALAGOAS,Capela,2010,73067.953125,17366,4207.52978516,Produto Interno Bruto per capita,1,8.4
3481,425,RIO GRANDE DO SUL,Cruz Alta,2010,1524519.25,64438,23658.69921875,Produto Interno Bruto per capita,3,4
3482,5155,PIAUÍ,Arraial,2010,15607.98242188,5165,3021.87011719,Produto Interno Bruto per capita,1,5.8
3483,4811,SÃO PAULO,Santa Cruz do Rio Pardo,2010,821050.5,43483,18882.09960938,Produto Interno Bruto per capita,2,5.9
3484,1658,MARANHÃO,Lago do Junco,2010,38999.54296875,9888,3944.12988281,Produto Interno Bruto per capita,1,6.1
3485,3639,MINAS GERAIS,Juramento,2010,28704.66015625,4108,6987.5,Produto Interno Bruto per capita,1,6.1
3486,1246,GOIÁS,Sanclerlândia,2010,88431.5625,7936,11143.08984375,Produto Interno Bruto per capita,2,4.3
3487,947,PIAUÍ,Cajueiro da Praia,2010,22541.13671875,7286,3093.76000977,Produto Interno Bruto per capita,1,4.8
3488,2938,MINAS GERAIS,Santa Cruz de Salinas,2010,22361.55664062,5466,4091.0300293,Produto Interno Bruto per capita,1,6.5
3489,3334,MINAS GERAIS,Umburatiba,2010,18525.68945312,2844,6513.95996094,Produto Interno Bruto per capita,1,4.7
3490,1216,PIAUÍ,Pedro Ii,2010,113815.4375,37850,3007.01000977,Produto Interno Bruto per capita,1,5.2
3491,4184,SÃO PAULO,Álvaro de Carvalho,2010,36335.70703125,4984,7290.47021484,Produto Interno Bruto per capita,1,7.2
3492,2687,MINAS GERAIS,Abadia dos Dourados,2010,71222.171875,6805,10466.15039062,Produto Interno Bruto per capita,2,
3493,3176,PARANÁ,Santa Cruz de Monte Castelo,2010,86949.40625,8015,10848.33984375,Produto Interno Bruto per capita,2,3.3
3494,3796,PARANÁ,Califórnia,2010,56040.73828125,7767,7215.24023438,Produto Interno Bruto per capita,1,3.4
3495,4054,PARANÁ,Nova Fátima,2010,64224.46875,8259,7776.29980469,Produto Interno Bruto per capita,1,5.5
3496,4186,SÃO PAULO,Americana,2010,6126170.5,205229,29850.41015625,Produto Interno Bruto per capita,3,6.8
3497,5408,TOCANTINS,Fátima,2010,33895.98046875,4123,8221.19042969,Produto Interno Bruto per capita,1,7.1
3498,2326,MATO GROSSO,Nova Xavantina,2010,223776.71875,19398,11536.0703125,Produto Interno Bruto per capita,2,8.4
3499,300,RIO GRANDE DO SUL,Cerrito,2010,51965.35546875,6767,7679.22998047,Produto Interno Bruto per capita,1,3.6
3500,2043,RIO GRANDE DO NORTE,Arês,2010,162538.609375,12732,12766.15039062,Produto Interno Bruto per capita,2,10.6
3501,566,RIO GRANDE DO SUL,Lagoão,2010,59938.05078125,6702,8943.30957031,Produto Interno Bruto per capita,1,5.6
3502,2258,PARÁ,Dom Eliseu,2010,229661.15625,39088,5875.49023438,Produto Interno Bruto per capita,1,6
3503,2771,MINAS GERAIS,Almenara,2010,211526.859375,38531,5489.77978516,Produto Interno Bruto per capita,1,5.8
3504,3471,PERNAMBUCO,Passira,2010,105706.2578125,28518,3706.64990234,Produto Interno Bruto per capita,1,9.3
3505,1071,GOIÁS,Nerópolis,2010,338301.90625,20260,16698.01953125,Produto Interno Bruto per capita,2,3.8
3506,3499,MINAS GERAIS,Guaraciaba,2010,44316.84375,10820,4095.83007812,Produto Interno Bruto per capita,1,6.1
3507,3544,PARANÁ,Francisco Beltrão,2010,1176560.375,76311,15417.96972656,Produto Interno Bruto per capita,2,4.4
3508,1767,SÃO PAULO,Salto de Pirapora,,479193.375,39616,12095.95996094,Produto Interno Bruto per capita,2,7
3509,3433,MINAS GERAIS,Ferros,2010,58730.26953125,11531,5093.25,Produto Interno Bruto per capita,1,6.6
3510,4427,SÃO PAULO,Avaí,2010,46511.03125,5170,8996.33007812,Produto Interno Bruto per capita,1,6.2
3511,327,RIO GRANDE DO SUL,Guaporé,2010,334787.625,22589,14820.83007812,Produto Interno Bruto per capita,2,4.3
3512,4743,SÃO PAULO,Pirapozinho,2010,393270.96875,25236,15583.73046875,Produto Interno Bruto per capita,2,7.5
3513,2367,PARÁ,São Geraldo do Araguaia,2010,130322.4453125,25027,5207.27001953,Produto Interno Bruto per capita,1,6.7
3514,2975,PARANÁ,Santa Terezinha de Itaipu,2010,254992.921875,20539,12415.05957031,Produto Interno Bruto per capita,2,3.5
3515,1085,GOIÁS,Alto Horizonte,2010,411189.625,3392,121223.359375,Produto Interno Bruto per capita,4,5.8
3516,3459,PARANÁ,Ângulo,2010,32694.72851562,2893,11301.3203125,Produto Interno Bruto per capita,2,4.2
3517,4776,SÃO PAULO,Reginópolis,2010,64745.5625,8172,7922.85009766,Produto Interno Bruto per capita,1,5.9
3518,2414,PARAÍBA,Caturité,2010,32676.77929688,4629,7059.14013672,Produto Interno Bruto per capita,1,7.9
3519,323,RIO GRANDE DO SUL,Ivoti,2010,364619.03125,20160,18086.25976562,Produto Interno Bruto per capita,2,5.7
3520,1058,GOIÁS,Mineiros,2010,886822.875,48329,18349.69921875,Produto Interno Bruto per capita,2,4.6
3521,1401,CEARÁ,Acaraú,2010,230465.71875,54753,4209.18994141,Produto Interno Bruto per capita,1,4.9
3522,5546,TOCANTINS,Tupiratins,2010,30757.4375,2143,14352.50976562,Produto Interno Bruto per capita,2,6.3
3523,2004,RIO DE JANEIRO,Itaboraí,2010,2013343.625,228996,8792.04980469,Produto Interno Bruto per capita,1,7.3
3524,255,RIO GRANDE DO SUL,Minas do Leão,2010,81327.3671875,8124,10010.75,Produto Interno Bruto per capita,2,5.4
3525,4300,SÃO PAULO,Euclides da Cunha Paulista,2010,61219.453125,10168,6020.79980469,Produto Interno Bruto per capita,1,7.3
3526,2610,MINAS GERAIS,Oratórios,2010,27503.37695312,4538,6060.68017578,Produto Interno Bruto per capita,1,5.5
3527,604,RIO GRANDE DO SUL,Flores da Cunha,2010,517292.5,26695,19377.88085938,Produto Interno Bruto per capita,2,5
3528,3651,PERNAMBUCO,Bodocó,2010,135253.546875,34988,3865.70996094,Produto Interno Bruto per capita,1,7.8
3529,46,BAHIA,Monte Santo,2010,161170.625,53429,3016.54003906,Produto Interno Bruto per capita,1,8.8
3530,4986,SANTA CATARINA,Turvo,2010,334084.625,11427,29236.41992188,Produto Interno Bruto per capita,3,6.2
3531,3627,MINAS GERAIS,Joaíma,2010,68067.1015625,15464,4401.64990234,Produto Interno Bruto per capita,1,4.9
3532,1382,MATO GROSSO DO SUL,Bandeirantes,2010,109730.15625,6001,18285.31054688,Produto Interno Bruto per capita,2,4.6
3533,4079,MATO GROSSO,Primavera do Leste,2010,1969609,46933,41966.3984375,Produto Interno Bruto per capita,3,8.3
3534,2403,PARAÍBA,Pilar,2010,48637.65625,11737,4143.95996094,Produto Interno Bruto per capita,1,8.3
3535,4118,PARANÁ,Kaloré,2010,48218.3984375,4718,10220.08984375,Produto Interno Bruto per capita,2,5.3
3536,4436,SÃO PAULO,Embaúba,2010,35835.5,2442,14674.65039062,Produto Interno Bruto per capita,2,6
3537,1323,RIO GRANDE DO SUL,Terra de Areia,2010,84932.109375,10389,8175.20019531,Produto Interno Bruto per capita,1,4.3
3538,2668,PARANÁ,Guaraci,2010,38261.27734375,5183,7382.06982422,Produto Interno Bruto per capita,1,4.3
3539,263,BAHIA,Matina,2010,33801.07421875,13245,2551.98999023,Produto Interno Bruto per capita,1,10.2
3540,3989,MATO GROSSO,Colniza,2010,299267.5,31597,9471.38964844,Produto Interno Bruto per capita,1,6
3541,498,RIO GRANDE DO SUL,Boa Vista do Sul,2010,37583.06640625,2700,13919.65039062,Produto Interno Bruto per capita,2,5.4
3542,1544,CEARÁ,Itapiúna,2010,57058.2109375,18610,3066,Produto Interno Bruto per capita,1,5.3
3543,2917,MINAS GERAIS,Betim,2010,25183730,441748,57009.26953125,Produto Interno Bruto per capita,4,6
3544,4708,SÃO PAULO,Palmares Paulista,2010,71329.03125,11742,6074.68994141,Produto Interno Bruto per capita,1,7.7
3545,286,RIO GRANDE DO SUL,São Valério do Sul,2010,25478.38085938,2729,9336.16015625,Produto Interno Bruto per capita,1,5.2
3546,4861,SÃO PAULO,Severínia,2010,182392.53125,15707,11612.1796875,Produto Interno Bruto per capita,2,5.9
3547,3506,MINAS GERAIS,Guidoval,2010,51039.98046875,7523,6784.52001953,Produto Interno Bruto per capita,1,4.7
3548,3970,MATO GROSSO,Conquista D'Oeste,2010,38263.3828125,3289,11633.74023438,Produto Interno Bruto per capita,2,6.4
3549,4766,BAHIA,Barra do Choça,2010,287249.9375,31527,9111.24023438,Produto Interno Bruto per capita,1,9.4
3550,253,PERNAMBUCO,Recife,2010,24835340,1561659,15903.1796875,Produto Interno Bruto per capita,2,8.8
3551,4763,SÃO PAULO,Presidente Epitácio,2010,410311.84375,40891,10034.28027344,Produto Interno Bruto per capita,2,7
3552,4149,PARANÁ,Luiziana,2010,146517.78125,7357,19915.41992188,Produto Interno Bruto per capita,2,3.6
3553,201,RIO GRANDE DO SUL,Sete de Setembro,2010,23714.16796875,2134,11112.54003906,Produto Interno Bruto per capita,2,3.5
3554,3647,PERNAMBUCO,Belém de São Francisco,2010,98158.421875,21342,4599.31005859,Produto Interno Bruto per capita,1,8.5
3555,4866,SÃO PAULO,Tabapuã,2010,142219.609375,11980,11871.41992188,Produto Interno Bruto per capita,2,6.7
3556,2596,MINAS GERAIS,Nova Módica,2010,25803.06835938,3952,6529.12011719,Produto Interno Bruto per capita,1,4.9
3557,295,RIO GRANDE DO SUL,Ibirubá,2010,548263.9375,19358,28322.34960938,Produto Interno Bruto per capita,3,4.4
3558,2299,PARÁ,Novo Progresso,2010,150373.875,21504,6992.83007812,Produto Interno Bruto per capita,1,8
3559,4853,SÃO PAULO,São Pedro do Turvo,2010,95514.3671875,7439,12839.6796875,Produto Interno Bruto per capita,2,7.7
3560,1161,MATO GROSSO,Aripuanã,2007,342075.71875,20511,16677.66992188,Produto Interno Bruto per capita,2,6
3561,1844,RIO DE JANEIRO,Silva Jardim,2010,188598.5,22230,8483.95996094,Produto Interno Bruto per capita,1,8.2
3562,5353,PIAUÍ,Monsenhor Hipólito,2010,24684.06835938,7425,3324.44995117,Produto Interno Bruto per capita,1,6.4
3563,2341,PARÁ,Redenção,2010,573767.6875,67064,8555.51953125,Produto Interno Bruto per capita,1,7.4
3564,3513,MINAS GERAIS,Ibiá,2010,564040.3125,23069,24450.140625,Produto Interno Bruto per capita,3,4.8
3565,3108,MINAS GERAIS,Capetinga,2010,60727.01953125,7326,8289.25,Produto Interno Bruto per capita,1,6.2
3566,4471,MINAS GERAIS,Japonvar,2010,31483.63085938,8536,3688.34008789,Produto Interno Bruto per capita,1,5.2
3567,389,RIO GRANDE DO SUL,Vera Cruz,2010,418724.6875,23928,17499.359375,Produto Interno Bruto per capita,2,4.1
3568,4771,SÃO PAULO,Quintana,2010,65366.13671875,5948,10989.59960938,Produto Interno Bruto per capita,2,6.9
3569,4703,SÃO PAULO,Ouro Verde,2010,72577.4375,8162,8892.11035156,Produto Interno Bruto per capita,1,6.5
3570,2723,MINAS GERAIS,Planura,2010,348062,11138,31249.94921875,Produto Interno Bruto per capita,3,5.8
3571,1179,PIAUÍ,Pio Ix,2010,70273.3125,17714,3967.11010742,Produto Interno Bruto per capita,1,6.6
3572,3619,MINAS GERAIS,Japaraíba,2010,37439.67578125,3866,9684.33984375,Produto Interno Bruto per capita,2,4.7
3573,2969,PARANÁ,Diamante do Sul,2010,26999.47070312,3791,7121.99023438,Produto Interno Bruto per capita,1,4.5
3574,1183,GOIÁS,Palmelo,2010,15232.96191406,2324,6554.62988281,Produto Interno Bruto per capita,1,5.5
3575,5343,SANTA CATARINA,Itajaí,2010,10870486,172081,63170.75,Produto Interno Bruto per capita,4,6.3
3576,2860,MINAS GERAIS,Bom Jesus da Penha,2010,59391.4765625,3980,14922.48046875,Produto Interno Bruto per capita,2,6.5
3577,4923,SANTA CATARINA,São Domingos,2010,201767.796875,9611,20993.41992188,Produto Interno Bruto per capita,2,7.6
3578,140,BAHIA,São Miguel das Matas,2010,71017.234375,10675,6652.66992188,Produto Interno Bruto per capita,1,9.4
3579,377,RIO GRANDE DO SUL,Tapera,2010,243322.9375,10787,22557.05078125,Produto Interno Bruto per capita,3,3.4
3580,2303,PARÁ,Oriximiná,2010,852071.4375,58683,14519.90039062,Produto Interno Bruto per capita,2,7.7
3581,4508,BAHIA,Itambé,2010,124283.6875,35512,3499.77001953,Produto Interno Bruto per capita,1,9.1
3582,3939,RONDÔNIA,Ministro Andreazza,2010,96860.171875,10572,9161.95019531,Produto Interno Bruto per capita,1,3.1
3583,1780,MARANHÃO,Olho D'Água das Cunhãs,2010,67412.1640625,17923,3761.20996094,Produto Interno Bruto per capita,1,5.5
3584,1305,SERGIPE,Riachuelo,2010,97857.0703125,9466,10337.74023438,Produto Interno Bruto per capita,2,7.8
3585,666,RIO GRANDE DO SUL,Porto Lucena,2010,49653.62890625,5587,8887.34960938,Produto Interno Bruto per capita,1,5.4
3586,4981,SANTA CATARINA,Treze de Maio,2010,86741.7734375,6791,12773.04980469,Produto Interno Bruto per capita,2,5.7
3587,4455,BAHIA,Gavião,2010,15637.85742188,4507,3469.67993164,Produto Interno Bruto per capita,1,9.2
3588,1940,RIO DE JANEIRO,São José do Vale do Rio Preto,2010,184233.609375,20574,8954.6796875,Produto Interno Bruto per capita,1,8.1
3589,5324,SANTA CATARINA,Ibicaré,2010,46735.234375,3458,13515.11035156,Produto Interno Bruto per capita,2,6.2
3590,3663,MINAS GERAIS,Lagoa da Prata,2010,658043.375,47007,13998.83984375,Produto Interno Bruto per capita,2,4.9
3591,2972,PARANÁ,Laranjal,2010,44649.85546875,6339,7043.66992188,Produto Interno Bruto per capita,1,4.5
3592,661,RIO GRANDE DO SUL,Porto Mauá,2010,31846.53320312,2580,12343.62011719,Produto Interno Bruto per capita,2,3.4
3593,1409,CEARÁ,Aquiraz,2010,603479.0625,71400,8452.08984375,Produto Interno Bruto per capita,1,4.8
3594,115,BAHIA,São Gabriel,2010,60514.3359375,19099,3168.45996094,Produto Interno Bruto per capita,1,9.4
3595,35,RIO GRANDE DO SUL,Morrinhos do Sul,2010,32064.82617188,3263,9826.79003906,Produto Interno Bruto per capita,2,4.5
3596,2621,MINAS GERAIS,Patis,2010,27132.82226562,5572,4869.49023438,Produto Interno Bruto per capita,1,6.7
3597,4619,BAHIA,Lauro de Freitas,2010,2672093.5,156936,17026.640625,Produto Interno Bruto per capita,2,9.5
3598,2549,PARANÁ,Honório Serpa,2010,96662.96875,6180,15641.25976562,Produto Interno Bruto per capita,2,5.2
3599,365,RIO GRANDE DO SUL,Boa Vista do Buricá,2010,85096.53125,6655,12786.86035156,Produto Interno Bruto per capita,2,3.4
3600,4536,SÃO PAULO,Ipeúna,2010,114837.3984375,5691,20178.76953125,Produto Interno Bruto per capita,2,6.7
3601,2986,MINAS GERAIS,Botumirim,2010,26801.24609375,6550,4091.79003906,Produto Interno Bruto per capita,1,5.7
3602,4942,SANTA CATARINA,Serra Alta,2010,44036.15625,3277,13437.95019531,Produto Interno Bruto per capita,2,5.9
3603,4497,BAHIA,Itabuna,2010,2280732.75,213656,10674.79003906,Produto Interno Bruto per capita,2,10.2
3604,349,RIO GRANDE DO SUL,Progresso,2010,74208.53125,6420,11558.95996094,Produto Interno Bruto per capita,2,4.9
3605,3040,MINAS GERAIS,São Domingos das Dores,2010,34492.50390625,5418,6366.27978516,Produto Interno Bruto per capita,1,7.1
3606,877,GOIÁS,Inhumas,2010,452558.71875,46786,9672.95019531,Produto Interno Bruto per capita,2,5.8
3607,1543,CEARÁ,Itapagé,2010,249719.25,47354,5273.45996094,Produto Interno Bruto per capita,1,5.7
3608,3122,MINAS GERAIS,Carlos Chagas,2010,195723.25,21212,9227.00976562,Produto Interno Bruto per capita,1,6.7
3609,3445,MINAS GERAIS,Frei Inocêncio,2010,54560.2578125,9347,5837.18994141,Produto Interno Bruto per capita,1,5.6
3610,3996,MATO GROSSO,Araguainha,2010,11522.66308594,1115,10334.23046875,Produto Interno Bruto per capita,2,6.6
3611,2740,PERNAMBUCO,Chã de Alegria,2010,43013.71875,12185,3530.05004883,Produto Interno Bruto per capita,1,9.2
3612,1012,GOIÁS,Diorama,2010,23718.08007812,2243,10574.26953125,Produto Interno Bruto per capita,2,5.5
3613,5184,SANTA CATARINA,Balneário Barra do Sul,2010,84694.8515625,7791,10870.86035156,Produto Interno Bruto per capita,2,7.1
3614,44,RIO GRANDE DO SUL,Muliterno,2010,30497.47851562,1872,16291.38964844,Produto Interno Bruto per capita,2,4.1
3615,1404,CEARÁ,Alcântaras,2010,32610.0546875,10816,3014.97998047,Produto Interno Bruto per capita,1,6.3
3616,4303,SÃO PAULO,Fernando Prestes,2010,92881.0078125,5312,17485.13085938,Produto Interno Bruto per capita,2,5.8
3617,4048,PARANÁ,São João do Ivaí,2010,126352.34375,11890,10626.76953125,Produto Interno Bruto per capita,2,4
3618,1943,RIO DE JANEIRO,Nova Friburgo,2010,2638733.5,178653,14770.16015625,Produto Interno Bruto per capita,2,7
3619,1953,RIO DE JANEIRO,Casimiro de Abreu,2010,1001154.8125,30572,32747.43945312,Produto Interno Bruto per capita,3,7.3
3620,481,RIO GRANDE DO SUL,Itaqui,2010,779404.3125,36560,21318.5,Produto Interno Bruto per capita,2,3.6
3621,560,RIO GRANDE DO SUL,Caraá,2010,43464.18359375,7606,5714.45996094,Produto Interno Bruto per capita,1,3.8
3622,1177,PIAUÍ,Pimenteiras,2010,39999.8671875,12125,3298.95996094,Produto Interno Bruto per capita,1,5.4
3623,793,ALAGOAS,Feliz Deserto,2010,34067.5078125,4568,7457.85986328,Produto Interno Bruto per capita,1,10.4
